acara_sml_id,school_name,school_sector,school_type,school_url,year_range,icsea,icsea_percentile,bottom_sea_quarter,lower_middle_sea_quarter,upper_middle_sea_quarter,top_sea_quarter,teaching_staff,full_time_equivalent_teaching_staff,non_teaching_staff,full_time_equivalent_non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments,full_time_equivalent_enrolments,indigenous_enrolments,language_background_other_than_english_yes,language_background_other_than_english_no,language_background_other_than_english_not_stated,latitude,longitude,lga_code
44045,Cavendish Primary School,Government,Primary,http://www.cavendishps.vic.edu.au/,Prep-6,989.0,41.0,39.0,27.0,27.0,7.0,5.0,3.0,1.0,0.5,34.0,18.0,16.0,34.0,3.0,0.0,100.0,0.0,-37.53087,142.039893,26260
44046,Colac Primary School,Government,Primary,http://www.colacps.vic.edu.au,Prep-6,964.0,29.0,47.0,35.0,14.0,4.0,22.0,17.0,16.0,7.9,206.0,99.0,107.0,206.0,5.0,6.0,94.0,0.0,-38.337224,143.598336,21750
44047,Castlemaine Primary School,Government,Primary,https://www.castlemaineps.vic.edu.au/,Prep-6,1053.0,71.0,14.0,30.0,33.0,23.0,16.0,10.9,4.0,3.1,167.0,75.0,92.0,167.0,1.0,5.0,95.0,0.0,-37.066595,144.222329,25430
44048,Campbells Creek Primary School,Government,Primary,http://www.campbellscreekps.vic.edu.au,Prep-6,1006.0,49.0,30.0,34.0,24.0,13.0,14.0,11.7,11.0,6.1,150.0,83.0,67.0,150.0,5.0,5.0,94.0,1.0,-37.092935,144.204662,25430
44049,Creswick Primary School,Government,Primary,http://www.creswickps.vic.edu.au,Prep-6,990.0,41.0,38.0,35.0,18.0,9.0,14.0,11.7,8.0,4.1,165.0,71.0,94.0,165.0,2.0,1.0,92.0,6.0,-37.42441331,143.89190344,22910
44050,California Gully Primary School,Government,Primary,http://www.californiagullyps.vic.edu.au,Prep-6,907.0,11.0,65.0,25.0,9.0,2.0,17.0,13.4,9.0,5.2,161.0,82.0,79.0,161.0,19.0,3.0,18.0,80.0,-36.733207,144.249857,22620
44052,St Andrews Primary School,Government,Primary,http://www.standrewsps.vic.edu.au,Prep-6,1084.0,81.0,4.0,27.0,35.0,34.0,7.0,6.6,4.0,1.6,47.0,27.0,20.0,47.0,0.0,6.0,51.0,43.0,-37.60213735,145.26994672,25710
44053,Warrnambool West Primary School,Government,Primary,http://www.warrnamboolwestps.vic.edu.au/,Prep-6,878.0,6.0,75.0,18.0,6.0,1.0,13.0,11.5,8.0,5.1,115.0,55.0,60.0,115.0,23.0,23.0,76.0,1.0,-38.366338,142.466796,26730
44054,Dromana Primary School,Government,Primary,http://www.dromanaps.vic.edu.au,Prep-6,1014.0,54.0,26.0,37.0,26.0,11.0,36.0,32.7,10.0,7.1,499.0,236.0,263.0,499.0,3.0,2.0,98.0,0.0,-38.339644,144.959653,25340
44055,Doncaster Primary School,Government,Primary,http://www.doncasterps.vic.edu.au,Prep-6,1098.0,85.0,7.0,14.0,36.0,42.0,32.0,28.1,7.0,5.6,454.0,198.0,256.0,454.0,1.0,73.0,19.0,9.0,-37.786804,145.129673,24210
44056,Echuca Primary School,Government,Primary,http://www.echucaps.vic.edu.au,Prep-6,993.0,43.0,32.0,38.0,22.0,8.0,45.0,37.4,15.0,9.6,548.0,273.0,275.0,548.0,6.0,3.0,97.0,0.0,-36.128198,144.747463,21370
44057,Eltham Primary School,Government,Primary,http://www.elthamps.vic.edu.au,Prep-6,1115.0,89.0,5.0,16.0,32.0,48.0,23.0,22.1,11.0,5.8,341.0,164.0,177.0,341.0,1.0,13.0,87.0,0.0,-37.72498353,145.14780418,25710
44058,Eaglehawk Primary School,Government,Primary,http://www.eaglehawkps.vic.edu.au,Prep-6,897.0,9.0,75.0,20.0,5.0,0.0,16.0,13.2,6.0,3.1,123.0,64.0,59.0,123.0,15.0,8.0,92.0,0.0,-36.720628,144.254602,22620
44059,Elphinstone Primary School,Government,Primary,http://www.elphinstoneps.vic.edu.au,Prep-6,1042.0,67.0,28.0,19.0,24.0,29.0,3.0,2.1,1.0,0.8,21.0,12.0,9.0,21.0,0.0,0.0,100.0,0.0,-37.10500363,144.33290248,25430
44060,Hallam Primary School,Government,Primary,http://www.hallam-ps.vic.edu.au,Prep-6,962.0,28.0,52.0,26.0,15.0,6.0,28.0,26.0,15.0,10.8,380.0,179.0,201.0,380.0,1.0,74.0,26.0,0.0,-38.001822,145.258217,21610
44061,Flemington Primary School,Government,Primary,http://www.flemingtonps.vic.edu.au,Prep-6,1122.0,90.0,7.0,12.0,25.0,56.0,28.0,22.7,17.0,9.1,343.0,163.0,180.0,343.0,0.0,43.0,57.0,0.0,-37.78119802,144.93345283,25060
44062,Footscray Primary School,Government,Primary,http://www.footscrayps.vic.edu.au/,Prep-6,1099.0,85.0,10.0,15.0,30.0,45.0,29.0,25.8,9.0,6.4,383.0,181.0,202.0,383.0,1.0,41.0,50.0,9.0,-37.798383,144.892669,24330
44063,Gisborne Primary School,Government,Primary,http://www.gisborneps.vic.edu.au,Prep-6,1052.0,70.0,13.0,34.0,32.0,20.0,43.0,34.9,13.0,8.1,554.0,273.0,281.0,554.0,1.0,6.0,94.0,0.0,-37.4898787135629,144.588212568741,24130
44066,Sandringham Primary School,Government,Primary,http://www.sandyps.vic.edu.au,Prep-6,1148.0,95.0,2.0,7.0,25.0,66.0,38.0,32.4,10.0,6.1,449.0,231.0,218.0,449.0,1.0,12.0,88.0,0.0,-37.94751516,145.00876402,20910
44067,Wandiligong Primary School,Government,Primary,http://wandiligongprimary.wikispaces.com/,Prep-6,1051.0,70.0,16.0,28.0,29.0,27.0,5.0,3.6,2.0,1.2,44.0,20.0,24.0,43.2,0.0,2.0,91.0,6.0,-36.768862,146.982923,20110
44068,Grovedale Primary School,Government,Primary,http://www.grovedaleps.vic.edu.au,Prep-6,993.0,43.0,33.0,37.0,22.0,8.0,20.0,17.9,10.0,6.5,262.0,120.0,142.0,262.0,5.0,13.0,87.0,0.0,-38.197238,144.347794,22750
44069,Hawthorn West Primary School,Government,Primary,http://www.hawthornwestps.vic.edu.au,Prep-6,1156.0,96.0,2.0,7.0,23.0,68.0,36.0,34.1,9.0,5.5,498.0,273.0,225.0,498.0,0.0,19.0,80.0,0.0,-37.820112,145.018377,21110
44070,Heidelberg Primary School,Government,Primary,http://heidelbergps.vic.edu.au,Prep-6,1133.0,93.0,5.0,10.0,25.0,60.0,43.0,34.0,15.0,7.3,585.0,284.0,301.0,585.0,1.0,41.0,58.0,0.0,-37.754705,145.067799,20660
44071,Hamilton (Gray Street) Primary School,Government,Primary,http://www.hamiltonps-grayst.vic.edu.au,Prep-6,996.0,44.0,35.0,29.0,24.0,13.0,19.0,16.7,8.0,5.9,221.0,122.0,99.0,221.0,5.0,9.0,90.0,1.0,-37.744914,142.021384,26260
44073,Heathcote Primary School,Government,Primary,http://www.heathcoteps.vic.edu.au,Prep-6,943.0,21.0,60.0,22.0,11.0,7.0,10.0,7.3,10.0,5.8,104.0,49.0,55.0,102.8,8.0,5.0,94.0,1.0,-36.924012,144.706851,22620
44074,Highton Primary School,Government,Primary,http://www.hightonps.vic.edu.au,Prep-6,1107.0,87.0,7.0,17.0,30.0,46.0,27.0,20.3,7.0,4.1,325.0,165.0,160.0,325.0,1.0,16.0,84.0,0.0,-38.172156,144.317085,22750
44075,Huntly Primary School,Government,Primary,http://www.huntly-ps.vic.edu.au/,Prep-6,969.0,31.0,42.0,36.0,16.0,6.0,27.0,19.5,18.0,9.1,251.0,112.0,139.0,251.0,8.0,4.0,96.0,0.0,-36.662544,144.334396,22620
44076,Bellbrae Primary School,Government,Primary,http://www.bellbraeps.vic.edu.au,Prep-6,1111.0,88.0,4.0,15.0,35.0,46.0,38.0,30.6,11.0,5.7,470.0,230.0,240.0,470.0,0.0,6.0,94.0,0.0,-38.33364403,144.26300366,26490
44077,Chiltern Primary School,Government,Primary,http://www.chilternps.vic.edu.au,Prep-6,964.0,29.0,51.0,35.0,11.0,4.0,8.0,5.1,5.0,2.3,56.0,25.0,31.0,56.0,5.0,0.0,100.0,0.0,-36.1472,146.607,23350
44078,Kyneton Primary School,Government,Primary,http://www.kynetonprimaryschool.com.au/,Prep-6,1048.0,69.0,18.0,29.0,28.0,26.0,27.0,22.1,9.0,5.5,353.0,181.0,172.0,353.0,1.0,3.0,96.0,0.0,-37.248649,144.462536,24130
44079,Romsey Primary School,Government,Primary,http://www.romseyps.vic.edu.au,Prep-6,983.0,38.0,39.0,38.0,19.0,5.0,25.0,21.0,11.0,7.6,299.0,149.0,150.0,299.0,5.0,4.0,96.0,0.0,-37.35417523,144.74537918,24130
44080,Shelford Primary School,Government,Primary,http://www.shelfordps.vic.edu.au/,Prep-5,1121.0,90.0,12.0,18.0,13.0,57.0,3.0,2.1,3.0,0.7,12.0,6.0,6.0,12.0,0.0,0.0,100.0,0.0,-38.0139946,143.98213906,22490
44081,Lockwood South Primary School,Government,Primary,http://www.locksthps.vic.edu.au,Prep-6,1021.0,57.0,28.0,29.0,36.0,8.0,3.0,2.8,2.0,1.6,31.0,12.0,19.0,31.0,0.0,0.0,100.0,0.0,-36.841657,144.156966,22620
44083,Marong Primary School,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=3b4a5524-ed32-de11-9c94-002185cd8e5c,Prep-6,974.0,34.0,43.0,38.0,17.0,2.0,17.0,12.3,10.0,3.6,182.0,85.0,97.0,182.0,7.0,2.0,98.0,0.0,-36.735549,144.136339,22620
44084,Mount Macedon Primary School,Government,Primary,https://macedonps.vic.edu.au/web/,Prep-6,1118.0,90.0,4.0,12.0,35.0,50.0,11.0,6.8,8.0,4.0,121.0,54.0,67.0,121.0,0.0,6.0,92.0,2.0,-37.40479379,144.5841275,24130
44085,Mount Clear Primary School,Government,Primary,http://www.mountclearps.vic.edu.au,Prep-6,988.0,40.0,41.0,31.0,20.0,9.0,22.0,19.1,8.0,5.6,277.0,135.0,142.0,277.0,5.0,6.0,94.0,1.0,-37.60439201,143.86818269,20570
44086,Melton Primary School,Government,Primary,http://www.meltonps.vic.edu.au,Prep-6,975.0,34.0,44.0,35.0,17.0,4.0,45.0,39.4,24.0,20.0,580.0,287.0,293.0,580.0,4.0,26.0,74.0,0.0,-37.68077598,144.5867993,24650
44087,Fitzroy Primary School,Government,Primary,http://www.fitzroyprimaryschool.vic.edu.au,Prep-6,980.0,37.0,46.0,19.0,18.0,17.0,25.0,18.5,6.0,4.1,150.0,73.0,77.0,150.0,1.0,74.0,26.0,0.0,-37.799603,144.981511,27350
44088,Newstead Primary School,Government,Primary,http://newsteadps.vic.edu.au/,Prep-6,1058.0,73.0,15.0,26.0,31.0,28.0,7.0,4.6,2.0,1.6,60.0,28.0,32.0,60.0,0.0,4.0,96.0,0.0,-37.105917,144.06719,25430
44089,Newlyn Primary School,Government,Primary,http://www.newlynps.vic.edu.au/,Prep-5,1023.0,58.0,14.0,31.0,43.0,11.0,2.0,2.0,2.0,0.4,18.0,9.0,9.0,17.4,11.0,11.0,89.0,0.0,-37.41202483,143.98442658,22910
44090,Burwood East Primary School,Government,Primary,http://www.burwoodeastps.vic.edu.au,Prep-6,1151.0,96.0,2.0,6.0,26.0,67.0,40.0,38.2,8.0,6.0,585.0,302.0,283.0,585.0,0.0,87.0,10.0,2.0,-37.859779,145.152209,26980
44091,New Gisborne Primary School,Government,Primary,http://www.newgisps.vic.edu.au/,Prep-6,1073.0,78.0,9.0,26.0,34.0,30.0,49.0,38.0,14.0,6.6,580.0,268.0,312.0,580.0,2.0,4.0,96.0,0.0,-37.46288785,144.59657898,24130
44092,Beeac Primary School,Government,Primary,http://www.beeacps.vic.edu.au,Prep-6,951.0,24.0,53.0,34.0,13.0,0.0,4.0,4.0,5.0,2.0,34.0,15.0,19.0,34.0,0.0,3.0,97.0,0.0,-38.193973,143.644279,21750
44093,Essendon Primary School,Government,Primary,http://www.essendonps.vic.edu.au,Prep-6,1126.0,91.0,5.0,11.0,28.0,57.0,32.0,29.8,17.0,10.3,482.0,220.0,262.0,482.0,0.0,51.0,48.0,1.0,-37.753095,144.921042,25060
44094,Coburg Primary School,Government,Primary,http://www.coburgps.vic.edu.au/,Prep-6,1089.0,82.0,12.0,17.0,31.0,41.0,26.0,19.9,12.0,6.9,289.0,131.0,158.0,289.0,2.0,35.0,64.0,1.0,-37.741184,144.968026,25250
44095,Myrniong Primary School,Government,Primary,http://www.myrniongps.vic.edu.au/,Prep-6,1017.0,55.0,25.0,39.0,23.0,12.0,15.0,12.4,10.0,4.6,193.0,88.0,105.0,193.0,1.0,3.0,97.0,1.0,-37.61971733,144.34631976,25150
44096,Mernda Primary School,Government,Primary,http://www.merndaps.vic.edu.au,Prep-6,1027.0,59.0,24.0,32.0,28.0,17.0,83.0,71.3,17.0,12.3,996.0,481.0,515.0,996.0,3.0,43.0,57.0,0.0,-37.59459504,145.09224294,27070
44097,Portland Primary School,Government,Primary,http://www.portlandps.vic.edu.au,Prep-6,978.0,36.0,39.0,35.0,19.0,8.0,21.0,16.4,7.0,4.6,237.0,120.0,117.0,236.8,7.0,4.0,96.0,0.0,-38.347295,141.599408,22410
44098,Stawell Primary School,Government,Primary,http://www.stawellps.vic.edu.au,Prep-6,984.0,38.0,40.0,36.0,18.0,6.0,21.0,18.3,9.0,5.6,277.0,129.0,148.0,276.4,3.0,5.0,95.0,0.0,-37.056128,142.773775,25810
44099,Rutherglen Primary School,Government,Primary,https://www.rutherglenps.vic.edu.au/,Prep-6,998.0,45.0,35.0,32.0,22.0,11.0,16.0,12.3,8.0,3.9,192.0,84.0,108.0,192.0,3.0,1.0,99.0,0.0,-36.056209,146.460614,23350
44100,Riddells Creek Primary School,Government,Primary,http://www.riddellscreekps.vic.edu.au/,Prep-6,1047.0,68.0,15.0,35.0,30.0,20.0,28.0,22.8,18.0,8.1,314.0,160.0,154.0,314.0,2.0,4.0,96.0,0.0,-37.46122119,144.6797752,24130
44101,Rokewood Primary School,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=6b515524-ed32-de11-9c94-002185cd8e5c,Prep-6,988.0,41.0,38.0,37.0,15.0,9.0,4.0,4.0,3.0,1.7,39.0,16.0,23.0,39.0,0.0,0.0,100.0,0.0,-37.90365609,143.7228146,22490
44102,Geelong East Primary School,Government,Primary,http://www.geeastps.vic.edu.au,Prep-6,957.0,26.0,50.0,32.0,14.0,4.0,19.0,16.3,12.0,6.9,208.0,97.0,111.0,208.0,10.0,6.0,94.0,0.0,-38.175556,144.382972,22750
44103,Sale Primary School,Government,Primary,http://www.saleps.vic.edu.au,Prep-6,1005.0,48.0,31.0,33.0,23.0,13.0,39.0,32.3,24.0,10.9,469.0,228.0,241.0,469.0,5.0,5.0,95.0,0.0,-38.108303,147.073643,26810
44107,Skipton Primary School,Government,Primary,http://www.skiptonps.vic.edu.au,Prep-6,1018.0,55.0,29.0,30.0,31.0,10.0,8.0,7.0,5.0,3.3,80.0,37.0,43.0,80.0,0.0,4.0,96.0,0.0,-37.686858,143.368161,21830
44108,South Yarra Primary School,Government,Primary,http://www.southyarraps.vic.edu.au/,Prep-6,1159.0,97.0,1.0,7.0,22.0,71.0,29.0,25.3,10.0,6.8,394.0,177.0,217.0,394.0,1.0,55.0,45.0,0.0,-37.841353,144.985619,24600
44109,Stratford Primary School,Government,Primary,http://www.stratps.vic.edu.au/,Prep-6,980.0,37.0,41.0,33.0,19.0,7.0,11.0,7.3,5.0,3.1,72.0,44.0,28.0,72.0,3.0,0.0,93.0,7.0,-37.967251,147.085386,26810
44110,Taradale Primary School,Government,Primary,http://taradaleprimaryschool.webs.com,Prep-6,1062.0,74.0,14.0,26.0,32.0,29.0,9.0,6.8,4.0,1.7,91.0,57.0,34.0,89.8,0.0,2.0,98.0,0.0,-37.1406,144.35,25430
44111,Koroit And District Primary School,Government,Primary,http://koroitps.global2.vic.edu.au/,Prep-6,984.0,38.0,38.0,32.0,18.0,12.0,19.0,15.5,10.0,6.6,178.0,72.0,106.0,178.0,8.0,5.0,95.0,0.0,-38.292441,142.368702,25490
44112,Tylden Primary School,Government,Primary,http://www.tyldenps.vic.edu.au/,Prep-6,1060.0,73.0,12.0,34.0,26.0,28.0,11.0,8.5,8.0,2.5,117.0,55.0,62.0,117.0,3.0,2.0,97.0,1.0,-37.32497,144.408578,24130
44113,Thomastown Primary School,Government,Primary,http://www.thomastownps.vic.edu.au,Prep-6,949.0,23.0,56.0,20.0,18.0,6.0,23.0,17.8,10.0,7.8,183.0,85.0,98.0,183.0,1.0,84.0,16.0,0.0,-37.68238797,145.01173941,27070
44114,Wangaratta Primary School,Government,Primary,http://www.wangps.vic.edu.au,Prep-6,994.0,43.0,37.0,27.0,21.0,15.0,13.0,11.4,7.0,3.5,135.0,63.0,72.0,135.0,6.0,4.0,96.0,0.0,-36.355275,146.329419,26700
44115,Wahgunyah Primary School,Government,Primary,http://www.wahgunyahps.vic.edu.au,Prep-6,984.0,38.0,41.0,36.0,15.0,8.0,7.0,5.5,8.0,5.2,92.0,39.0,53.0,92.0,4.0,1.0,99.0,0.0,-36.013651,146.397925,23350
44116,Woodend Primary School,Government,Primary,http://www.woodend.vic.edu.au/,Prep-6,1106.0,87.0,6.0,16.0,31.0,47.0,33.0,26.3,11.0,5.9,457.0,221.0,236.0,457.0,1.0,7.0,93.0,0.0,-37.35341833,144.5329415,24130
44117,Woodford Primary School,Government,Primary,http://www.woodfordps.vic.edu.au,Prep-6,1064.0,75.0,11.0,31.0,34.0,24.0,14.0,12.5,4.0,2.7,202.0,93.0,109.0,201.4,0.0,2.0,98.0,0.0,-38.316807,142.484504,26730
44118,Werribee Primary School,Government,Primary,http://www.werribeeps.vic.edu.au/,Prep-6,1011.0,52.0,31.0,26.0,27.0,16.0,41.0,36.7,24.0,17.6,570.0,277.0,293.0,570.0,2.0,46.0,54.0,0.0,-37.906703,144.65911,27260
44119,Winters Flat Primary School,Government,Primary,http://www.winters-flat-ps.vic.edu.au/,Prep-6,1036.0,64.0,22.0,23.0,30.0,25.0,10.0,7.6,8.0,4.4,104.0,51.0,53.0,104.0,7.0,4.0,96.0,0.0,-37.070164,144.207491,25430
44120,Wooragee Primary School,Government,Primary,https://www.woorageeps.vic.edu.au/,Prep-6,974.0,34.0,40.0,28.0,23.0,8.0,6.0,4.0,6.0,4.0,46.0,20.0,26.0,45.6,11.0,2.0,26.0,72.0,-36.29048,146.730883,23350
44121,Wallan Primary School,Government,Primary,http://www.wallanps.vic.edu.au/,Prep-6,957.0,26.0,52.0,30.0,13.0,4.0,46.0,43.2,20.0,15.0,633.0,328.0,305.0,632.6,6.0,31.0,68.0,1.0,-37.411862,144.975078,24850
44122,Woolsthorpe Primary School,Government,Primary,http://www.woolsthorpeps.vic.edu.au/,Prep-6,1013.0,53.0,27.0,37.0,27.0,9.0,7.0,6.0,2.0,1.6,82.0,30.0,52.0,82.0,4.0,1.0,98.0,1.0,-38.18741399,142.43176333,25490
44124,Yarram Primary School,Government,Primary,http://www.yarram-ps.vic.edu.au/,Prep-6,972.0,33.0,46.0,33.0,16.0,5.0,17.0,12.8,13.0,7.1,166.0,80.0,86.0,166.0,4.0,0.0,91.0,9.0,-38.55882036,146.67539209,26810
44125,Pleasant Street Primary School (Ballarat),Government,Primary,http://www.pleasantstps.vic.edu.au,Prep-6,1106.0,87.0,6.0,19.0,30.0,45.0,28.0,20.5,10.0,5.4,346.0,167.0,179.0,346.0,1.0,9.0,91.0,0.0,-37.55705557,143.8387223,20570
44126,Yea Primary School,Government,Primary,http://www.yeaps.vic.edu.au,Prep-6,993.0,43.0,31.0,37.0,22.0,9.0,11.0,9.1,9.0,4.2,137.0,63.0,74.0,137.0,9.0,6.0,94.0,0.0,-37.212727,145.428298,25620
44127,Lancefield Primary School,Government,Primary,http://www.lancefieldps.vic.edu.au/,Prep-6,1018.0,55.0,28.0,32.0,26.0,14.0,12.0,10.6,5.0,4.5,169.0,89.0,80.0,169.0,3.0,1.0,98.0,2.0,-37.27495358,144.72642403,24130
44128,Coimadai Primary School,Government,Primary,http://www.coimadaips.vic.edu.au,Prep-6,989.0,41.0,32.0,40.0,22.0,6.0,9.0,6.2,6.0,4.1,71.0,27.0,44.0,71.0,6.0,4.0,93.0,3.0,-37.6137926,144.47830796,25150
44129,Birregurra Primary School,Government,Primary,http://www.birregurraps.vic.edu.au,Prep-6,1050.0,70.0,13.0,35.0,32.0,20.0,12.0,8.3,5.0,3.2,88.0,39.0,49.0,88.0,1.0,3.0,97.0,0.0,-38.340507,143.786368,21750
44131,Clayton North Primary School,Government,Primary,http://www.claytonnorthps.vic.edu.au,Prep-6,1067.0,76.0,9.0,21.0,46.0,24.0,17.0,15.4,8.0,5.8,200.0,98.0,102.0,200.0,1.0,88.0,13.0,0.0,-37.912036,145.122753,24970
44132,Milawa Primary School,Government,Primary,http://www.milawaps.vic.edu.au,Prep-6,1050.0,70.0,13.0,34.0,32.0,21.0,9.0,5.2,2.0,1.5,69.0,28.0,41.0,69.0,0.0,1.0,97.0,1.0,-36.44418085,146.43236478,26700
44133,Lockwood Primary School,Government,Primary,http://www.lockwoodps.vic.edu.au,Prep-6,975.0,34.0,44.0,32.0,19.0,5.0,11.0,10.0,7.0,3.6,127.0,56.0,71.0,127.0,8.0,3.0,97.0,0.0,-36.802579,144.161558,22620
44134,Bealiba Primary School,Government,Primary,http://www.bealibaps.vic.edu.au/,Prep-6,898.0,9.0,73.0,28.0,0.0,0.0,2.0,1.5,1.0,0.8,8.0,5.0,3.0,8.0,25.0,0.0,100.0,0.0,-36.789942,143.551897,21670
44135,Bairnsdale Primary School,Government,Primary,http://www.bairnsdale754ps.vic.edu.au/,Prep-6,926.0,15.0,53.0,28.0,15.0,5.0,18.0,15.4,20.0,11.0,196.0,106.0,90.0,194.0,23.0,10.0,90.0,0.0,-37.82742322,147.6232285,22110
44136,Gordon Primary School,Government,Primary,http://www.gordonps.vic.edu.au/,Prep-6,1021.0,57.0,21.0,36.0,28.0,15.0,9.0,9.0,6.0,3.9,129.0,67.0,62.0,129.0,4.0,8.0,92.0,0.0,-37.58384869,144.105053,25150
44137,Hepburn Primary School,Government,Primary,https://hepburnps.vic.edu.au/,Prep-6,1014.0,54.0,28.0,35.0,27.0,10.0,9.0,6.9,2.0,1.2,83.0,43.0,40.0,83.0,0.0,4.0,81.0,16.0,-37.310345,144.132348,22910
44138,Lara Lake Primary School,Government,Primary,http://www.laralake.vic.edu.au,Prep-6,1021.0,57.0,25.0,36.0,27.0,12.0,49.0,45.2,17.0,10.5,743.0,404.0,339.0,743.0,2.0,14.0,73.0,13.0,-38.030405,144.395642,22750
44139,Rosedale Primary School,Government,Primary,http://www.rosedaleps.vic.edu.au,Prep-6,960.0,27.0,48.0,34.0,15.0,3.0,10.0,6.3,10.0,5.5,85.0,40.0,45.0,84.6,5.0,8.0,92.0,0.0,-38.15428579,146.77414931,26810
44140,Bright P-12 College,Government,Combined,http://www.brightp12.vic.edu.au/,Prep-12,1049.0,69.0,16.0,30.0,29.0,25.0,62.0,50.1,18.0,12.4,583.0,278.0,305.0,580.8,2.0,7.0,85.0,7.0,-36.733105,146.960928,20110
44141,Rochester Primary School,Government,Primary,http://www.rochps.vic.edu.au/Welcome.html,Prep-6,966.0,30.0,47.0,30.0,15.0,8.0,16.0,12.6,6.0,3.2,164.0,79.0,85.0,163.4,8.0,1.0,99.0,0.0,-36.35459709,144.69799593,21370
44142,Ararat Primary School,Government,Primary,http://www.araratps.vic.edu.au,Prep-6,980.0,37.0,44.0,32.0,17.0,7.0,24.0,18.9,10.0,6.4,235.0,116.0,119.0,234.2,3.0,11.0,89.0,0.0,-37.285942,142.937307,20260
44143,Jamieson Primary School,Government,Primary,http://www.jamieson.org.au/school.htm,1-6,994.0,43.0,28.0,50.0,22.0,0.0,2.0,1.8,1.0,0.2,8.0,5.0,3.0,8.0,0.0,0.0,90.0,10.0,-37.301151,146.139739,24250
44144,Preston South Primary School,Government,Primary,http://www.prestonsouthps.vic.edu.au,Prep-6,1082.0,81.0,9.0,17.0,32.0,41.0,24.0,23.0,6.0,4.6,329.0,161.0,168.0,329.0,8.0,44.0,56.0,0.0,-37.747867,145.007447,21890
44145,Omeo Primary School,Government,Primary,http://www.omeops.vic.edu.au/,Prep-6,1009.0,51.0,32.0,31.0,20.0,17.0,3.0,2.7,5.0,1.7,34.0,16.0,18.0,34.0,3.0,2.0,91.0,7.0,-37.100217,147.593082,22110
44146,Harrietville Primary School,Government,Primary,http://www.harrietvilleps.vic.edu.au,Prep-6,1065.0,75.0,10.0,26.0,35.0,29.0,3.0,2.2,2.0,1.1,34.0,18.0,16.0,34.0,0.0,6.0,94.0,0.0,-36.887713,147.064936,20110
44147,Mordialloc Beach Primary School,Government,Primary,http://www.mordiallocps.vic.edu.au,Prep-6,1096.0,84.0,7.0,19.0,34.0,41.0,18.0,16.2,7.0,3.4,237.0,100.0,137.0,234.6,1.0,42.0,58.0,0.0,-38.005582,145.088809,23430
44148,Healesville Primary School,Government,Primary,http://www.hps.vic.edu.au,Prep-6,968.0,31.0,45.0,34.0,18.0,4.0,15.0,13.3,9.0,5.5,191.0,81.0,110.0,191.0,10.0,2.0,98.0,0.0,-37.65713287,145.51604248,27450
44149,Lake Bolac College,Government,Combined,http://www.lakebolacc.vic.edu.au,Prep-12,976.0,35.0,40.0,32.0,20.0,8.0,19.0,15.2,8.0,6.4,120.0,68.0,52.0,120.0,3.0,4.0,94.0,2.0,-37.720241,142.837903,20260
44150,Toongabbie Primary School,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=e3575524-ed32-de11-9c94-002185cd8e5c,Prep-6,970.0,32.0,43.0,41.0,13.0,3.0,7.0,5.3,3.0,1.8,56.0,31.0,25.0,56.0,4.0,2.0,98.0,0.0,-38.056967,146.625183,23810
44151,Waubra Primary School,Government,Primary,http://www.waubps.vic.edu.au,Prep-6,988.0,40.0,33.0,35.0,27.0,5.0,8.0,6.0,5.0,2.5,57.0,35.0,22.0,57.0,5.0,4.0,95.0,2.0,-37.35471,143.636687,25990
44152,Great Western Primary School,Government,Primary,http://www.greatwesternps.vic.edu.au/,Prep-6,998.0,45.0,31.0,26.0,39.0,4.0,4.0,3.3,0.0,0.0,24.0,9.0,15.0,24.0,4.0,0.0,100.0,0.0,-37.148513,142.85173,25810
44153,Maffra Primary School,Government,Primary,http://www.maffraps.vic.edu.au,Prep-6,971.0,32.0,45.0,34.0,18.0,4.0,27.0,20.6,13.0,6.3,291.0,152.0,139.0,291.0,4.0,4.0,96.0,0.0,-37.964002,146.97677,26810
44154,Broken Creek Primary School,Government,Primary,http://www.brokencreekps.vic.edu.au/,Prep-6,936.0,18.0,56.0,23.0,16.0,5.0,3.0,2.4,2.0,1.5,15.0,4.0,11.0,15.0,20.0,7.0,93.0,0.0,-36.423279,145.889232,21010
44155,Lal Lal Primary School,Government,Primary,http://www.lallalps.vic.edu.au,Prep-6,1002.0,47.0,27.0,39.0,28.0,6.0,6.0,4.9,2.0,0.6,31.0,14.0,17.0,31.0,3.0,0.0,100.0,0.0,-37.67652683,144.01057085,25150
44156,Cobden Primary School,Government,Primary,http://www.cobdenps.vic.edu.au,Prep-6,989.0,41.0,31.0,36.0,26.0,6.0,16.0,12.7,6.0,4.0,167.0,80.0,87.0,167.0,8.0,1.0,98.0,1.0,-38.327119,143.078121,21830
44157,St Leonards Primary School,Government,Primary,http://www.stleonardsps.vic.edu.au,Prep-6,981.0,37.0,46.0,32.0,16.0,7.0,10.0,8.5,12.0,4.2,117.0,58.0,59.0,117.0,3.0,5.0,95.0,0.0,-38.17193185,144.71501929,22750
