f_indonesia_25_44_yrs, f_korea_south_85_yrs_ov, f_japan_5_14_yrs, f_greece_55_64_yrs, f_fiji_25_44_yrs, f_malta_45_54_yrs, f_hong_kong_tot, f_korea_south_65_74_yrs, f_malaysia_0_4_yrs, f_japan_15_24_yrs, f_japan_85_yrs_ov, f_india_25_44_yrs, f_hong_kong_15_24_yrs, f_malta_75_84_yrs, f_egypt_55_64_yrs, f_fiji_65_74_yrs, f_germany_55_64_yrs, f_india_55_64_yrs, f_hong_kong_55_64_yrs, f_italy_25_44_yrs, f_france_45_54_yrs, f_france_25_44_yrs, f_fiji_15_24_yrs, f_indonesia_tot, f_england_25_44_yrs, f_ireland_85_yrs_ov, f_greece_5_14_yrs, f_lebanon_5_14_yrs, f_croatia_85_yrs_ov, f_indonesia_85_yrs_ov, f_hong_kong_45_54_yrs, f_india_75_84_yrs, f_england_0_4_yrs, f_england_75_84_yrs, lga_code_2016, f_china_75_84_yrs, f_ireland_75_84_yrs, f_korea_south_0_4_yrs, f_egypt_75_84_yrs, f_egypt_85_yrs_ov, f_greece_65_74_yrs, f_croatia_5_14_yrs, f_lebanon_65_74_yrs, f_germany_45_54_yrs, f_china_15_24_yrs, f_malaysia_45_54_yrs, f_italy_tot, f_fiji_tot, f_malaysia_55_64_yrs, f_iraq_25_44_yrs, f_italy_75_84_yrs, f_england_65_74_yrs, f_lebanon_25_44_yrs, f_italy_65_74_yrs, f_china_55_64_yrs, f_italy_15_24_yrs, f_hong_kong_65_74_yrs, f_china_85_yrs_ov, f_egypt_65_74_yrs, f_indonesia_15_24_yrs, f_fiji_5_14_yrs, f_iraq_0_4_yrs, f_england_45_54_yrs, f_lebanon_15_24_yrs, f_fiji_45_54_yrs, f_china_65_74_yrs, f_germany_75_84_yrs, f_iraq_75_84_yrs, f_germany_65_74_yrs, f_france_5_14_yrs, f_iraq_45_54_yrs, f_ireland_65_74_yrs, f_croatia_25_44_yrs, f_egypt_5_14_yrs, f_china_45_54_yrs, f_india_0_4_yrs, f_england_5_14_yrs, f_lebanon_0_4_yrs, f_hong_kong_5_14_yrs, f_france_tot, f_iraq_85_yrs_ov, f_korea_south_25_44_yrs, f_india_5_14_yrs, f_germany_85_yrs_ov, f_indonesia_75_84_yrs, f_china_tot, f_indonesia_5_14_yrs, f_india_tot, f_china_0_4_yrs, f_iran_65_74_yrs, f_fiji_55_64_yrs, f_malta_15_24_yrs, f_indonesia_65_74_yrs, f_lebanon_55_64_yrs, f_malta_85_yrs_ov, f_japan_45_54_yrs, f_germany_0_4_yrs, f_malaysia_65_74_yrs, f_france_65_74_yrs, f_hong_kong_0_4_yrs, f_ireland_0_4_yrs, f_italy_85_yrs_ov, f_japan_55_64_yrs, f_korea_south_55_64_yrs, f_france_0_4_yrs, f_japan_tot, f_lebanon_75_84_yrs, f_egypt_25_44_yrs, f_greece_25_44_yrs, f_croatia_55_64_yrs, f_malta_5_14_yrs, f_iran_55_64_yrs, f_hong_kong_75_84_yrs, f_korea_south_tot, f_iraq_5_14_yrs, f_korea_south_45_54_yrs, f_lebanon_85_yrs_ov, f_greece_tot, f_japan_65_74_yrs, f_china_25_44_yrs, f_malta_65_74_yrs, f_korea_south_5_14_yrs, f_italy_5_14_yrs, f_greece_0_4_yrs, f_germany_5_14_yrs, f_germany_tot, f_greece_85_yrs_ov, f_germany_25_44_yrs, f_italy_45_54_yrs, f_japan_0_4_yrs, f_malta_55_64_yrs, f_iran_tot, f_ireland_5_14_yrs, f_malta_tot, f_iraq_tot, f_hong_kong_25_44_yrs, f_lebanon_45_54_yrs, f_egypt_0_4_yrs, f_italy_0_4_yrs, f_malta_25_44_yrs, f_indonesia_0_4_yrs, f_iran_0_4_yrs, f_croatia_65_74_yrs, f_iran_15_24_yrs, f_malaysia_25_44_yrs, f_india_45_54_yrs, f_ireland_45_54_yrs, f_germany_15_24_yrs, f_hong_kong_85_yrs_ov, f_malaysia_85_yrs_ov, f_japan_25_44_yrs, f_iraq_55_64_yrs, f_malaysia_tot, f_egypt_45_54_yrs, f_india_15_24_yrs, f_china_5_14_yrs, f_indonesia_55_64_yrs, f_france_85_yrs_ov, f_england_tot, f_croatia_15_24_yrs, f_croatia_tot, f_malta_0_4_yrs, f_malaysia_75_84_yrs, f_greece_45_54_yrs, f_egypt_tot, f_iran_5_14_yrs, f_england_85_yrs_ov, f_japan_75_84_yrs, f_ireland_tot, f_fiji_75_84_yrs, f_india_65_74_yrs, f_iraq_65_74_yrs, f_ireland_15_24_yrs, f_india_85_yrs_ov, f_ireland_25_44_yrs, lga_name_2016, f_iran_25_44_yrs, f_croatia_45_54_yrs, f_croatia_75_84_yrs, f_england_15_24_yrs, f_croatia_0_4_yrs, f_indonesia_45_54_yrs, f_france_75_84_yrs, f_france_55_64_yrs, f_korea_south_75_84_yrs, f_ireland_55_64_yrs, f_england_55_64_yrs, f_iran_85_yrs_ov, f_france_15_24_yrs, f_iraq_15_24_yrs, f_fiji_85_yrs_ov, f_greece_75_84_yrs, f_fiji_0_4_yrs, f_lebanon_tot, f_egypt_15_24_yrs, f_greece_15_24_yrs, f_iran_75_84_yrs, f_malaysia_15_24_yrs, f_malaysia_5_14_yrs, f_korea_south_15_24_yrs, f_iran_45_54_yrs, f_italy_55_64_yrs
3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,24,"41140",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,44,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,224,0,0,0,0,0,5,0,10,0,4,0,0,0,0,0,0,"Clare and Gilbert Valleys (DC)",0,0,0,3,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,19,0,18,0,0,0,0,66,4,6,3,4,61,5,8,11,4,7,5,60,190,3,0,3,0,7,0,3,3,393,"33220",0,12,0,3,0,0,0,0,28,7,16,58,61,19,0,12,785,0,15,21,0,3,0,3,0,3,0,336,0,13,3,68,0,115,0,0,21,0,0,24,5,36,0,0,31,0,7,10,21,12,88,0,121,0,0,12,0,11,0,0,10,0,9,4,0,0,3,0,0,0,25,0,0,0,5,0,0,0,11,0,0,0,5,3,39,16,0,0,0,7,330,0,23,10,0,10,9,4,33,0,3,0,0,0,0,0,0,3,0,18,6,9,0,0,0,12,0,71,3,8,0,13,0,2433,0,22,0,3,3,18,0,133,0,63,0,14,0,4,0,9,"Fraser Coast (R)",4,3,5,53,0,6,5,9,0,11,493,0,3,0,0,0,0,4,0,0,0,0,0,0,0,11
18,0,0,0,23,0,4,0,0,0,0,141,0,0,0,4,12,11,0,10,0,7,7,27,140,0,0,0,0,0,0,3,4,67,"33360",3,3,0,0,0,3,3,0,14,0,10,26,60,6,8,0,110,0,3,9,0,0,0,0,7,3,0,164,0,11,0,14,0,20,0,0,3,0,11,16,11,32,0,3,13,0,11,35,0,0,77,3,223,0,0,3,0,0,0,0,4,0,0,5,0,0,3,0,0,0,15,0,10,4,5,0,3,0,15,0,0,0,12,0,38,0,5,3,0,3,85,0,16,0,0,0,18,8,3,12,0,0,3,0,0,0,0,0,0,22,12,7,3,0,0,8,0,49,0,13,9,3,0,699,0,11,0,4,0,32,0,17,0,61,0,3,0,0,0,25,"Gladstone (R)",10,3,0,23,0,3,0,0,0,5,136,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0
241,3,153,29,174,16,797,52,3,240,17,1037,168,44,52,40,192,110,144,86,67,146,37,596,2648,20,3,3,22,20,140,51,77,1531,"33430",66,54,10,35,28,92,0,19,177,858,220,698,509,157,51,123,2589,30,190,326,29,51,21,67,66,18,3,2752,0,110,163,245,3,411,22,19,92,67,6,631,31,756,0,38,442,0,792,105,114,19,4028,23,1820,37,23,90,0,41,28,22,628,3,78,59,13,11,69,199,102,3,2831,11,42,24,99,0,57,14,1679,8,317,0,256,124,1787,124,93,10,0,15,1509,14,270,71,20,58,387,42,272,122,228,29,3,0,7,4,0,104,22,300,165,104,79,0,14,1398,18,942,30,213,147,82,14,14451,12,452,0,33,25,282,22,727,45,647,28,88,3,44,27,191,"Gold Coast (C)",190,67,81,1033,0,98,36,61,21,92,2325,10,36,20,5,54,0,117,13,12,16,106,35,288,49,117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Diamantina (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"32770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doomadgee (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,11,0,0,0,0,8,3,0,3,0,13,5,3,4,0,19,0,3,83,0,0,0,0,0,3,0,0,23,"32810",0,0,0,0,0,0,0,0,13,0,0,15,6,3,0,0,56,0,7,0,0,0,0,3,0,0,0,81,0,0,0,4,0,15,0,0,0,3,0,0,0,7,0,0,34,0,16,0,0,0,16,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,18,0,0,0,3,0,8,0,0,0,0,0,71,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,0,0,12,0,9,0,0,0,0,0,336,0,4,0,0,0,4,0,3,0,22,0,0,0,3,0,6,"Douglas (S)",0,0,0,19,0,4,3,0,0,0,62,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,"33610",0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,"Goondiwindi (R)",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,29,0,0,3,3,4,0,28,82,0,0,0,0,0,0,0,3,126,"33620",0,3,0,5,0,0,0,0,15,0,10,18,17,5,0,3,244,0,6,3,0,0,0,0,3,0,0,162,0,5,5,35,0,39,0,0,0,0,0,3,0,16,0,0,23,0,9,0,9,0,20,0,33,0,0,3,0,4,0,0,5,0,3,7,0,0,4,3,0,0,18,0,0,0,0,0,0,0,12,0,0,0,3,0,8,3,0,0,0,3,147,0,12,3,0,0,3,4,4,3,0,0,0,0,0,0,0,4,0,9,4,0,3,0,0,5,0,27,0,0,0,8,0,891,0,6,0,0,0,3,0,28,0,19,0,3,0,0,0,4,"Gympie (R)",3,0,0,16,0,0,0,0,0,3,215,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3
0,0,0,0,4,0,7,0,0,0,0,7,0,3,0,0,3,0,0,0,3,0,0,3,12,0,0,0,0,0,3,0,0,20,"33800",0,0,0,0,0,0,0,0,0,0,0,183,6,0,0,61,25,0,41,0,0,0,0,0,0,0,0,15,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,19,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,76,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"Hinchinbrook (S)",0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hope Vale (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,6,5,178,3,86,0,0,13,3,610,18,12,0,18,40,18,10,6,13,13,39,135,496,3,0,0,0,6,7,9,9,313,"33960",9,10,0,0,0,0,0,0,47,46,65,54,383,43,10,7,539,7,8,22,3,6,0,3,5,16,0,716,0,75,12,37,0,79,0,3,19,8,14,70,20,136,0,3,52,0,72,72,8,10,356,7,858,4,0,43,0,17,3,0,18,0,17,7,0,0,6,3,3,0,86,0,3,0,14,0,5,3,111,0,20,0,18,0,177,18,4,0,0,3,281,0,55,7,3,10,94,12,41,19,33,0,0,0,0,0,0,9,8,103,55,20,9,3,3,45,0,266,0,48,19,9,0,2983,0,41,0,7,3,34,8,99,0,135,10,21,0,3,3,44,"Ipswich (C)",44,8,10,143,0,29,0,7,0,19,531,3,3,0,0,3,0,6,4,0,0,16,5,13,15,14
10,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,3,0,0,19,26,0,0,0,0,0,0,0,0,0,"33980",0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,0,12,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,18,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,94,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,"Isaac (R)",3,0,0,6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kowanyama (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,5,0,3,0,0,0,0,13,0,0,0,3,13,0,0,0,7,5,0,15,81,0,0,0,0,0,0,4,0,65,"34530",0,0,0,0,0,0,0,0,9,0,6,14,17,0,0,0,94,3,0,4,0,0,0,0,0,0,0,117,0,0,0,10,0,18,0,0,3,0,0,0,0,20,0,0,12,0,0,0,6,4,16,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,66,0,9,3,0,0,4,4,5,0,0,0,0,0,0,0,0,3,0,4,0,6,3,0,0,8,0,18,0,3,0,0,0,544,0,4,0,0,0,3,0,30,0,32,0,0,0,0,0,12,"Livingstone (S)",0,3,0,13,0,0,0,6,0,4,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lockhart River (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,4,0,47,0,0,16,0,48,24,0,0,0,10,5,4,7,6,4,5,39,51,0,0,0,0,0,0,0,0,62,"34580",0,0,0,0,0,0,0,0,14,32,3,12,16,3,6,0,132,0,3,3,0,0,0,0,3,0,0,134,0,0,0,8,0,28,0,0,3,0,0,5,0,7,0,0,13,0,44,3,9,0,63,3,77,0,0,5,0,4,0,0,0,0,4,3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,66,3,3,0,0,0,20,7,5,0,0,0,78,0,15,3,0,0,4,3,5,12,12,0,0,0,0,3,0,0,0,11,0,5,4,0,0,32,0,41,0,11,0,5,0,552,0,0,0,0,0,0,0,17,0,22,0,0,0,3,0,7,"Lockyer Valley (R)",3,0,0,30,0,3,0,0,0,3,104,0,3,3,0,0,0,0,0,0,0,10,0,16,0,0
115,0,11,15,417,11,282,16,21,17,3,747,30,8,16,69,109,71,58,5,34,18,66,306,781,11,0,3,9,8,48,27,15,698,"34590",46,39,3,4,4,21,3,13,90,98,79,146,976,80,121,23,1282,32,39,123,5,18,20,10,21,37,17,1247,6,178,56,82,0,181,0,29,49,51,5,177,28,127,0,11,99,0,276,90,30,22,1070,21,1226,10,4,157,0,36,22,4,41,0,44,19,3,0,17,10,39,0,219,0,22,3,45,0,10,3,513,49,73,0,63,3,504,30,43,3,0,7,617,3,91,23,0,20,249,24,80,285,103,30,3,0,3,5,11,44,75,156,93,35,22,10,5,121,13,486,7,102,35,34,3,5884,9,256,0,13,4,76,66,294,9,290,29,54,4,6,15,83,"Logan (C)",75,56,32,238,0,53,6,8,5,43,1206,0,3,48,10,13,3,114,4,3,0,33,52,56,11,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Woorabinda (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"37400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Winton (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wujal Wujal (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yarrabah (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,6,4,0,202,0,0,11,0,127,145,0,0,0,3,3,10,17,3,12,0,48,67,0,0,0,0,0,0,0,0,33,"40070",0,4,0,0,3,6,0,0,3,935,9,72,7,6,4,11,71,5,18,25,5,3,3,0,27,0,0,67,0,0,5,3,0,18,0,0,5,5,3,47,8,3,0,3,28,0,87,15,7,0,1587,0,197,6,6,3,0,0,0,0,4,0,5,5,0,0,0,5,13,0,66,0,4,3,3,0,4,0,163,0,15,0,47,3,552,3,3,0,0,0,44,12,11,8,0,0,60,0,3,4,38,0,0,0,0,0,0,4,10,111,7,0,8,0,3,36,0,415,0,33,9,0,0,409,0,17,0,0,3,12,3,18,0,23,0,3,0,0,0,8,"Adelaide (C)",42,0,0,51,0,0,0,0,3,3,92,0,8,0,0,13,0,5,0,0,0,269,4,44,0,12
7,0,0,0,6,0,15,0,0,0,0,6,0,0,0,0,29,6,6,3,8,10,3,12,147,0,0,0,0,0,3,3,3,135,"40120",0,4,0,0,0,9,0,0,38,10,5,75,10,11,3,15,299,0,28,4,0,0,0,0,0,0,0,360,0,0,3,31,0,55,0,0,3,0,0,5,0,54,0,0,18,0,0,3,21,0,67,0,26,0,0,0,0,3,0,0,4,0,11,3,0,0,9,5,0,0,24,0,0,0,0,0,7,0,11,0,0,0,11,3,36,0,3,0,0,0,190,0,15,7,0,4,23,0,8,5,4,0,0,0,3,0,0,4,3,8,5,4,3,0,0,13,0,37,0,3,5,0,0,1482,0,3,0,0,0,3,0,50,0,40,0,3,0,5,3,11,"Adelaide Hills (DC)",13,0,0,53,0,0,0,0,0,9,371,0,3,0,0,0,0,4,0,0,0,0,0,3,4,16
4,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,15,7,0,0,4,0,0,9,86,0,0,3,0,0,0,3,0,227,"40220",3,11,0,0,0,0,0,0,8,3,3,18,3,9,0,8,358,0,7,4,0,0,0,0,0,0,0,205,0,0,3,14,0,34,0,0,12,0,0,0,0,21,0,0,9,0,0,0,14,0,14,3,16,0,0,0,0,0,0,0,4,0,0,7,0,0,4,0,0,0,9,0,0,0,4,0,0,0,3,0,0,0,5,0,3,3,0,0,0,0,107,0,10,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,3,0,15,0,0,0,0,0,1239,0,4,0,5,0,0,0,83,0,32,0,4,0,0,0,3,"Alexandrina (DC)",0,0,3,23,0,3,0,3,0,3,238,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,"41010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ceduna (DC)",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,3,130,12,0,74,0,0,13,0,775,15,18,14,0,32,56,7,40,8,24,0,72,320,11,3,0,30,0,9,27,11,234,"41060",23,12,0,4,12,268,0,6,28,191,27,1760,28,19,19,580,346,14,483,64,15,3,4,15,5,0,0,433,7,3,28,62,0,150,6,16,15,57,17,93,33,84,0,0,67,0,58,120,48,3,774,4,1247,7,3,7,3,3,5,8,11,0,20,8,3,0,242,9,5,0,66,3,25,24,53,0,11,3,83,8,6,0,918,3,325,41,0,8,0,3,390,125,48,104,0,27,115,7,101,61,34,8,3,4,0,0,0,61,13,112,86,25,17,0,0,29,4,233,4,110,35,3,4,2099,8,318,0,4,30,100,8,135,0,127,0,30,4,4,9,27,"Charles Sturt (C)",61,38,63,98,0,10,0,6,0,19,440,0,10,13,0,329,0,44,9,6,0,39,3,12,14,288
