f_pakistan_85_yrs_ov, f_se_europe_nfd_5_14_yrs, f_taiwan_85_yrs_ov, f_fyrom_75_84_yrs, f_png_tot, f_usa_75_84_yrs, f_taiwan_75_84_yrs, f_new_zealand_45_54_yrs, f_philippines_85_yrs_ov, f_thailand_85_yrs_ov, f_sri_lanka_0_4_yrs, f_mauritius_55_64_yrs_yrs, f_sri_lanka_5_14_yrs, f_nthern_ireland_55_64_yrs_yrs, f_netherlands_0_4_yrs, f_poland_85_yrs_ov, f_usa_55_64_yrs_yrs, f_mauritius_45_54_yrs, f_south_africa_75_84_yrs, f_south_africa_85_yrs_ov, f_new_zealand_tot, f_se_europe_nfd_55_64_yrs_yrs, f_netherlands_55_64_yrs_yrs, f_singapore_45_54_yrs, f_png_0_4_yrs, f_new_zealand_75_84_yrs, f_scotland_45_54_yrs, f_pakistan_25_44_yrs, f_thailand_75_84_yrs, f_turkey_tot, f_se_europe_nfd_75_84_yrs, f_pakistan_15_24_yrs, f_thailand_45_54_yrs, f_south_africa_65_74_yrs, lga_code_2016, f_nepal_5_14_yrs, f_usa_0_4_yrs, f_singapore_5_14_yrs, f_usa_25_44_yrs, f_myanmar_45_54_yrs, f_philippines_25_44_yrs, f_south_africa_45_54_yrs, f_sri_lanka_75_84_yrs, f_scotland_55_64_yrs_yrs, f_sri_lanka_tot, f_taiwan_55_64_yrs_yrs, f_nthern_ireland_5_14_yrs, f_nepal_45_54_yrs, f_png_65_74_yrs, f_png_25_44_yrs, f_pakistan_0_4_yrs, f_south_africa_55_64_yrs_yrs, f_fyrom_55_64_yrs_yrs, f_turkey_15_24_yrs, f_singapore_tot, f_myanmar_tot, f_poland_45_54_yrs, f_thailand_15_24_yrs, f_new_zealand_5_14_yrs, f_se_europe_nfd_0_4_yrs, f_turkey_85_yrs_ov, f_netherlands_75_84_yrs, f_se_europe_nfd_tot, f_thailand_tot, f_nepal_tot, f_philippines_5_14_yrs, f_fyrom_25_44_yrs, f_turkey_5_14_yrs, f_nepal_75_84_yrs, f_taiwan_65_74_yrs, f_nthern_ireland_65_74_yrs, f_usa_85_yrs_ov, f_nthern_ireland_25_44_yrs, f_new_zealand_0_4_yrs, f_nepal_25_44_yrs, f_nepal_65_74_yrs, f_nthern_ireland_15_24_yrs, f_nepal_15_24_yrs, f_poland_0_4_yrs, f_myanmar_65_74_yrs, f_new_zealand_25_44_yrs, f_pakistan_75_84_yrs, f_singapore_55_64_yrs_yrs, f_myanmar_25_44_yrs, f_nthern_ireland_45_54_yrs, f_usa_65_74_yrs, f_myanmar_85_yrs_ov, f_turkey_55_64_yrs_yrs, f_philippines_55_64_yrs_yrs, f_mauritius_0_4_yrs, f_netherlands_45_54_yrs, f_poland_5_14_yrs, f_new_zealand_55_64_yrs_yrs, f_singapore_65_74_yrs, f_pakistan_65_74_yrs, f_philippines_0_4_yrs, f_nthern_ireland_75_84_yrs, f_thailand_65_74_yrs, f_usa_5_14_yrs, f_png_45_54_yrs, f_poland_75_84_yrs, f_singapore_15_24_yrs, f_netherlands_5_14_yrs, f_pakistan_55_64_yrs_yrs, f_turkey_25_44_yrs, f_fyrom_tot, f_singapore_85_yrs_ov, f_thailand_25_44_yrs, f_usa_45_54_yrs, f_png_5_14_yrs, f_myanmar_15_24_yrs, f_south_africa_tot, f_nepal_55_64_yrs_yrs, f_turkey_0_4_yrs, f_fyrom_65_74_yrs, f_mauritius_85_yrs_ov, f_usa_tot, f_scotland_85_yrs_ov, f_pakistan_45_54_yrs, f_nthern_ireland_tot, f_turkey_65_74_yrs, f_nepal_85_yrs_ov, f_poland_25_44_yrs, f_fyrom_15_24_yrs, f_new_zealand_15_24_yrs, f_taiwan_tot, f_scotland_75_84_yrs, f_netherlands_15_24_yrs, f_philippines_65_74_yrs, f_scotland_0_4_yrs, f_se_europe_nfd_45_54_yrs, f_singapore_75_84_yrs, f_fyrom_85_yrs_ov, f_myanmar_75_84_yrs, f_scotland_tot, f_se_europe_nfd_15_24_yrs, f_scotland_25_44_yrs, f_taiwan_0_4_yrs, f_sri_lanka_85_yrs_ov, f_thailand_0_4_yrs, f_netherlands_65_74_yrs, f_pakistan_5_14_yrs, f_poland_15_24_yrs, f_south_africa_15_24_yrs, f_sri_lanka_45_54_yrs, f_new_zealand_65_74_yrs, f_myanmar_0_4_yrs, f_taiwan_15_24_yrs, f_sri_lanka_25_44_yrs, f_poland_65_74_yrs, f_se_europe_nfd_65_74_yrs, f_myanmar_55_64_yrs_yrs, f_mauritius_tot, f_south_africa_25_44_yrs, f_poland_tot, f_png_75_84_yrs, f_scotland_5_14_yrs, f_south_africa_0_4_yrs, f_fyrom_5_14_yrs, f_turkey_45_54_yrs, f_se_europe_nfd_85_yrs_ov, f_new_zealand_85_yrs_ov, f_netherlands_25_44_yrs, f_netherlands_85_yrs_ov, f_philippines_15_24_yrs, f_png_85_yrs_ov, f_mauritius_5_14_yrs, f_singapore_0_4_yrs, f_philippines_45_54_yrs, f_fyrom_0_4_yrs, f_sri_lanka_65_74_yrs, lga_name_2016, f_mauritius_15_24_yrs, f_nepal_0_4_yrs, f_thailand_5_14_yrs, f_taiwan_5_14_yrs, f_philippines_75_84_yrs, f_myanmar_5_14_yrs, f_thailand_55_64_yrs_yrs, f_sri_lanka_15_24_yrs, f_nthern_ireland_0_4_yrs, f_netherlands_tot, f_fyrom_45_54_yrs, f_taiwan_45_54_yrs, f_poland_55_64_yrs_yrs, f_singapore_25_44_yrs, f_png_55_64_yrs_yrs, f_sri_lanka_55_64_yrs_yrs, f_scotland_15_24_yrs, f_turkey_75_84_yrs, f_pakistan_tot, f_usa_15_24_yrs, f_png_15_24_yrs, f_philippines_tot, f_scotland_65_74_yrs, f_nthern_ireland_85_yrs_ov, f_mauritius_75_84_yrs, f_mauritius_65_74_yrs, f_south_africa_5_14_yrs, f_taiwan_25_44_yrs, f_mauritius_25_44_yrs, f_se_europe_nfd_25_44_yrs
0,0,0,0,568,4,0,474,4,0,0,0,15,8,0,3,26,0,11,3,2183,7,48,20,3,54,69,21,0,7,4,0,58,26,"37010",10,8,0,152,8,445,95,5,68,142,3,4,3,28,191,3,52,0,0,62,58,5,24,138,0,0,21,21,240,66,76,0,0,0,0,7,0,11,17,40,0,3,20,0,6,709,0,7,33,9,19,0,0,160,0,20,0,371,0,3,15,6,3,27,126,0,6,3,3,3,8,0,97,43,48,3,516,0,0,3,0,336,6,0,47,0,0,17,0,222,36,39,6,63,0,0,0,0,0,346,0,73,0,0,3,39,7,0,101,19,181,0,3,44,13,0,6,16,180,50,4,10,0,0,0,0,17,31,9,128,0,3,0,216,0,11,"Townsville (C)",3,0,30,3,21,0,25,25,0,182,3,3,9,19,57,15,23,0,43,50,109,1116,52,0,0,0,44,27,12,0
0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"32250",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carpentaria (S)",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0,0,0,0,58,0,0,49,3,0,0,0,0,0,0,0,3,0,0,0,249,0,8,0,0,5,3,4,0,0,0,0,4,0,"32260",0,0,0,5,0,83,11,0,9,0,0,0,0,7,25,0,5,0,0,3,0,0,3,9,0,0,3,8,47,4,15,0,0,0,0,3,0,0,4,3,0,0,0,0,0,63,0,0,0,0,4,0,0,41,0,0,0,73,0,0,3,0,0,4,13,0,0,0,0,0,0,0,32,3,0,0,28,0,0,0,0,24,3,0,3,0,0,0,0,14,25,0,0,16,0,0,0,0,0,39,0,7,0,0,0,10,0,0,3,0,29,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,3,3,10,0,0,0,40,0,0,"Cassowary Coast (R)",0,0,7,0,4,0,3,0,0,29,0,0,0,4,6,0,0,0,6,0,3,206,15,0,0,0,4,19,0,0
0,0,0,0,31,3,0,93,0,0,0,0,3,0,0,0,8,0,0,0,487,0,3,0,0,6,7,3,0,3,0,0,5,0,"32270",0,0,0,9,0,72,22,0,4,11,0,0,0,0,13,0,9,0,0,3,0,0,0,52,0,0,0,0,24,10,19,0,0,0,0,3,0,0,9,7,0,0,0,0,0,159,0,0,0,3,0,0,0,16,0,0,0,89,0,0,0,0,0,3,4,0,0,0,0,0,0,0,17,3,4,0,123,0,0,0,0,32,0,0,7,0,0,0,0,55,11,0,0,5,0,0,0,0,0,16,0,3,0,0,0,4,0,0,31,0,28,0,3,4,0,0,0,3,52,3,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,"Central Highlands (R) (Qld)",0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,3,3,3,175,3,0,0,0,13,7,0,0
0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,3,4,0,0,0,0,0,0,0,"32310",0,0,0,5,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,8,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,11,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,"Charters Towers (R)",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,45,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"34570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lockhart River (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,70,0,0,105,0,0,0,0,4,3,0,3,6,0,3,0,374,4,20,0,0,10,15,0,0,10,0,0,6,7,"34580",0,0,0,13,0,51,16,0,12,10,0,0,0,3,37,0,9,0,0,25,7,0,0,11,0,0,11,8,18,9,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,102,0,0,6,4,9,0,0,24,0,9,0,72,0,0,0,0,0,7,18,0,14,0,0,0,0,0,9,10,7,0,67,0,0,0,0,54,0,0,6,0,0,0,0,19,216,4,4,15,0,0,0,0,0,54,0,6,0,0,0,27,0,0,10,0,48,0,49,3,3,0,0,0,20,9,0,0,0,0,6,0,3,3,0,5,0,0,0,36,0,0,"Lockyer Valley (R)",0,0,0,0,0,0,3,0,0,74,0,0,0,8,6,0,4,0,3,12,9,131,13,0,0,0,5,166,0,0
0,0,3,0,702,9,9,2013,11,0,0,16,16,31,0,11,50,13,30,11,11805,47,97,41,3,216,164,206,0,81,31,61,57,100,"34590",3,5,10,82,78,751,206,9,167,240,77,0,0,63,230,19,145,12,6,189,630,24,112,1239,0,0,92,187,661,22,94,22,4,0,28,44,5,28,161,11,0,3,4,0,26,4298,0,41,300,22,41,3,6,383,0,51,3,1364,12,5,21,19,9,36,165,18,24,4,25,43,52,3,316,42,23,129,1001,0,0,4,4,303,24,30,144,3,0,53,5,1775,533,100,9,128,0,36,4,0,8,766,0,99,8,5,15,186,82,4,121,36,662,4,58,88,27,43,37,62,315,187,31,18,3,0,14,8,72,34,31,155,12,0,0,416,0,29,"Logan (C)",4,0,118,26,41,39,34,16,0,498,16,61,49,54,114,33,28,0,426,33,50,1997,169,3,9,11,54,261,3,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"41750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elliston (DC)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"30900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulia (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,7,27,2607,39,54,3590,34,4,22,30,209,73,7,112,259,33,134,64,19984,103,192,234,14,450,491,491,15,217,49,102,300,349,"31000",39,72,168,1196,71,2945,1149,92,476,2722,701,15,42,137,917,24,657,43,23,2048,482,112,325,1521,0,4,156,450,2252,1282,341,66,6,3,261,104,19,162,171,845,4,17,318,0,34,7558,5,210,212,106,185,8,16,1112,0,154,9,2625,103,27,48,56,62,371,624,80,552,33,42,96,246,9,1220,396,121,58,5954,22,3,38,8,2978,149,85,562,9,0,389,15,2641,5733,244,65,441,11,96,26,3,8,2644,4,615,74,52,25,329,117,29,952,487,1273,0,759,1039,127,83,68,198,2229,1048,101,121,33,3,48,18,161,258,71,738,30,9,38,1363,0,201,"Brisbane (C)",28,8,155,170,103,18,155,257,3,1265,56,586,188,706,378,361,121,4,893,449,281,7131,421,19,8,16,393,3121,57,91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bulloo (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,78,5,0,191,0,0,3,0,6,6,0,0,18,0,11,6,947,6,33,3,0,54,19,7,0,24,0,0,18,22,"31820",0,0,0,22,0,138,22,0,30,37,0,0,3,10,22,3,28,0,0,16,5,0,4,55,0,0,32,8,79,32,16,0,0,0,0,8,0,10,10,22,0,0,8,0,0,203,0,0,3,3,8,0,3,119,0,16,0,192,0,0,4,7,0,11,32,5,0,0,0,8,3,0,36,10,0,0,194,0,0,0,0,84,10,0,28,0,0,6,0,55,164,35,3,65,0,0,0,0,0,186,0,15,0,0,0,60,0,0,20,0,173,0,38,18,4,3,0,5,64,18,0,3,0,0,7,0,18,5,4,20,0,0,0,104,0,3,"Bundaberg (R)",0,0,11,0,9,0,5,0,0,170,0,0,0,7,13,3,3,0,11,6,0,478,64,0,0,0,20,126,0,0
0,0,0,0,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,0,0,0,0,3,0,"31900",0,0,0,0,0,17,3,0,3,0,0,0,0,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16,0,0,0,17,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,11,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,16,0,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,"Burdekin (S)",0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,3,0,0,3,0,56,3,0,0,0,3,9,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Burke (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1388,15,0,526,0,0,0,13,9,13,0,3,51,7,7,0,2411,13,55,21,12,86,79,14,5,21,4,3,87,30,"32080",59,5,5,123,5,489,85,4,72,106,3,0,3,66,492,0,44,0,0,80,43,6,42,159,0,0,24,33,411,192,87,0,0,0,0,8,0,11,13,34,0,4,85,0,0,752,0,15,29,14,34,0,3,257,0,35,0,461,9,0,9,6,20,15,275,6,4,3,3,4,0,3,201,46,129,4,362,0,0,0,3,324,7,6,67,0,0,40,0,197,197,25,3,81,0,11,0,0,0,350,0,84,0,3,3,54,4,0,39,15,208,0,15,42,18,3,4,48,126,91,20,9,3,0,11,3,21,61,7,111,5,0,0,285,0,8,"Cairns (R)",0,10,26,4,16,0,27,9,0,249,0,8,16,19,187,18,8,0,32,37,191,1325,66,0,9,8,32,159,8,3
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cherbourg (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,"32450",0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"Cloncurry (S)",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,52,0,0,0,0,3,0,0,0,0,0,0,3,4,"32500",0,0,0,7,0,15,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,"Cook (S)",0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"32600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Croydon (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,86,7,0,294,3,0,0,3,3,11,0,0,24,0,10,9,1568,0,39,7,0,119,37,12,0,3,4,0,36,21,"33220",0,0,0,31,0,144,36,3,47,38,0,0,0,7,17,0,30,0,0,26,13,5,6,49,0,0,46,11,100,25,30,0,0,0,0,17,3,0,4,23,0,0,0,0,3,292,0,11,10,0,24,0,0,121,0,18,0,357,5,0,3,7,4,6,28,6,0,0,0,0,3,0,30,15,0,0,198,0,0,0,0,117,18,0,32,0,0,4,0,94,21,62,3,64,0,4,0,0,0,265,0,18,0,0,4,79,3,0,21,3,326,0,3,18,3,6,0,13,56,38,4,0,0,0,0,0,32,5,20,19,0,0,0,100,0,10,"Fraser Coast (R)",0,0,3,0,16,0,12,3,0,211,0,0,9,6,17,3,0,0,20,8,7,498,81,0,5,4,17,14,0,0
0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,"37300",0,0,0,0,0,12,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"Weipa (T)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
0,0,0,0,29,0,0,44,0,0,0,0,0,0,0,0,7,0,0,0,210,0,4,3,0,5,0,3,0,0,0,0,4,3,"37310",0,0,0,4,0,100,16,0,3,7,0,0,0,0,10,0,10,0,0,9,3,0,3,16,0,0,0,0,13,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68,0,0,3,0,3,0,0,17,0,4,0,49,0,0,3,0,0,3,3,0,0,3,0,0,0,0,5,4,0,0,75,0,0,0,0,24,0,0,8,0,0,3,0,8,0,0,0,7,0,0,0,0,0,27,0,6,0,0,0,5,0,0,11,0,23,0,0,7,0,0,0,0,26,6,0,3,0,0,0,0,0,4,0,32,0,0,0,40,0,0,"Western Downs (R)",0,0,0,0,0,0,0,0,0,23,0,0,0,4,4,0,0,0,4,0,3,242,6,0,0,0,13,0,0,0
0,0,0,0,31,0,0,115,0,0,0,0,3,0,0,0,13,0,0,0,574,0,10,0,0,15,7,0,0,3,0,0,21,0,"37340",0,0,0,25,0,87,18,0,21,17,0,0,0,3,13,0,14,0,0,6,0,3,11,12,0,0,0,0,79,10,10,0,0,0,0,3,0,3,3,6,0,0,6,0,0,188,0,0,0,0,3,0,0,31,0,6,0,107,0,0,4,0,0,8,9,0,0,0,0,3,0,0,33,4,5,0,95,0,0,0,0,63,3,0,6,0,0,8,0,77,105,3,4,23,0,0,0,0,0,58,0,13,0,0,4,6,0,0,6,4,54,0,19,11,3,0,0,9,49,15,0,0,0,0,0,0,6,8,0,30,0,0,0,38,0,0,"Whitsunday (R)",0,0,3,0,3,0,3,0,0,35,0,0,0,0,5,0,3,0,3,8,0,241,19,0,0,3,4,84,0,0
0,0,0,0,62,0,0,237,0,0,0,0,9,3,0,0,15,0,3,0,1099,3,19,4,0,15,18,10,0,0,3,0,11,11,"33360",0,7,0,32,0,213,63,0,18,39,0,0,0,0,26,3,26,0,0,18,0,0,3,90,0,0,3,6,87,9,55,0,0,0,0,4,0,0,14,8,0,0,0,0,0,387,0,4,0,8,3,0,0,52,3,9,0,175,0,0,15,0,0,11,14,0,6,5,0,0,0,0,60,16,3,0,353,0,0,0,0,82,0,0,16,0,0,4,0,92,14,9,0,23,4,3,0,0,0,100,0,27,0,0,0,17,0,0,54,8,81,0,0,19,0,0,0,8,144,22,0,3,0,0,0,0,3,6,3,47,0,0,0,75,0,0,"Gladstone (R)",0,0,6,0,4,0,11,3,0,59,0,0,8,3,14,3,3,0,14,3,5,498,16,0,0,0,60,6,3,0
0,0,5,12,583,26,9,4105,19,3,0,43,27,49,0,51,163,23,118,39,22564,70,148,84,3,893,259,80,8,158,46,21,177,272,"33430",3,41,25,415,11,1131,674,12,302,316,98,4,0,39,175,0,460,21,7,496,61,56,96,1719,0,0,168,302,1113,258,103,28,0,0,50,74,15,59,200,171,0,11,78,0,10,7328,0,94,11,47,110,3,21,498,0,89,9,3318,43,3,32,41,17,139,175,51,83,4,16,39,112,5,635,183,20,7,3475,0,3,13,8,1252,97,22,301,35,0,160,3,2477,907,211,21,210,0,66,18,3,7,1649,3,262,14,3,13,296,19,16,475,40,2197,0,116,112,94,60,9,186,1202,580,16,62,21,0,47,17,320,91,80,249,5,6,6,636,0,43,"Gold Coast (C)",14,0,60,23,45,0,97,27,0,906,34,107,124,141,98,49,68,11,158,165,55,2919,391,11,14,26,223,478,46,30
