amenity,name,id,lon,lat
community_centre,Newcastle Mission To Seafarers,4859508750,151.759142,-32.9198391
community_centre,Country Women'S Association,4884358364,150.8541117,-34.6719764
community_centre,Applecross Scout Hall,4908991449,115.8318749,-32.0231527
community_centre,Mangrove Yoga,4915836421,151.1495427,-33.367535
community_centre,Yugal,4917822938,115.8413545,-31.9331331
community_centre,Redlands Softball Association,4939327921,153.2523734,-27.5113438
community_centre,Max Employment Midland,4978086721,116.0056894,-31.8896509
community_centre,Willetton Sports Club,5018014501,115.8819806,-32.0550158
community_centre,Brooklyn Community Centre,5070531023,144.8484191,-37.8229111
community_centre,Ipc Health Inc.,5070531024,144.8305947,-37.7847859
community_centre,Bellambi Neighbourhood Centre,5071621921,150.9168593,-34.3686544
community_centre,Union Hub,5080775150,153.0151826,-27.4970434
community_centre,Dougherty Community Centre,5115093065,151.1831349,-33.7991306
community_centre,Starlight Community Hall,5132316808,152.9212628,-26.5220735
community_centre,Diversicare,5140688132,153.0109977,-27.4813946
community_centre,Netherby Hall,5150831997,141.65151,-36.1086821
community_centre,Belair Community Centre,5152982328,138.622355,-34.997383
community_centre,Youth And Family Aquatic Association,5175975721,115.7022675,-32.2796307
community_centre,South East Community Links Youth Links,5215342574,145.1769853,-37.9681761
community_centre,Yuraba Conference Centre,5219780723,152.9266131,-27.348514
community_centre,Old Dairy Community Centre,5256996076,153.4310205,-28.177493
community_centre,Rsl Murtoa,5259350422,142.4668714,-36.6169557
community_centre,Mechanics Hall,5259350425,142.4682889,-36.6190323
community_centre,Community Hall,5265711229,145.7286586,-38.6337336
community_centre,Curlwaa Memorial Hall,5270968756,141.9724358,-34.0982632
community_centre,Salvation Army,5281066523,149.5807498,-33.4228784
community_centre,Vinnies,5281068522,149.5804257,-33.4231422
community_centre,Greenfield Park Community Centre,5290824863,150.8923017,-33.8718373
community_centre,Bonnyrigg Community Centre,5291574282,150.8881539,-33.8870317
community_centre,Servian Youth Hall,5291620515,150.944271,-33.8897448
community_centre,Kingsgate Haven,5310046522,137.7804481,-35.7721763
community_centre,Beacham Reserve Community Centre,5315859953,115.7456232,-32.5548152
community_centre,Maryborough Showgrounds,5325344481,152.6634655,-25.5052357
community_centre,Gosnells City Council,5334173277,116.0003733,-32.0654044
community_centre,Greenbank Community Centre,5338288664,152.9833987,-27.730487
community_centre,North Sydney Men'S Shed,5359849540,151.192068,-33.8302409
community_centre,Library Community Meeting Room,5372466629,153.0497764,-27.4672212
community_centre,Clarence Point Hall,5434298420,146.8102891,-41.1273992
community_centre,Leslie Street Centre,5465801922,115.72133,-32.536384
community_centre,Tullera Community Hall,5496113001,153.303131,-28.7471413
community_centre,Bald Hills Memorial Hall,5544340339,153.0082085,-27.3214184
community_centre,Ryde Multicultural Centre,5558498631,151.0799938,-33.8050503
community_centre,Multiple Solutions,5563729822,138.5243578,-35.0192772
community_centre,Ses Building,5565767312,144.2675133,-26.6188088
community_centre,Progress Hall,5570105659,145.0358015,-37.9110446
community_centre,Bacchus Marsh Public Hall,5589387393,144.4410405,-37.6765775
community_centre,Dandenong North Senior Citizens Centre,5591221761,145.2099693,-37.9658585
community_centre,Fawkner Community & Sports Hall,5598371447,144.9697809,-37.7027927
community_centre,Fawkner Senior Citizens Centre,5598371448,144.9696445,-37.7030634
community_centre,Yooralla Community Hub,5598371449,144.9698363,-37.7030196
community_centre,Katandra West Community Centre,5608440572,145.5598078,-36.2282916
community_centre,Clarence Park Community Centre,5613496039,138.5811285,-34.9603099
community_centre,Drill Hall (For Praying Jum'Ah),5640995221,144.9605573,-37.8067602
community_centre,Laverton Community Resource Centre,5643129149,122.4041842,-28.625988800000002
community_centre,Ashby Community Centre,5646676715,153.1938774,-29.4372937
community_centre,Environment House,5649806275,115.9204527,-31.9258507
community_centre,Dianella Community Centre,5653608022,115.8745095,-31.8968988
community_centre,Griffith Neighbourhood Centre,5674575008,149.1420359,-35.3274418
community_centre,Hoskinstown War Memorial Hall,5683696691,149.4504807,-35.4163098
community_centre,Lucas Community Hub,5694621672,143.7836442,-37.5441627
community_centre,Stones Corner Masonic Centre,5695613066,153.0432954,-27.4990227
community_centre,Googong Community Centre,5721828233,149.2369244,-35.4230698
community_centre,Bellingen Neighbourhood Centre,5733065526,152.8988793,-30.452145
community_centre,1St Rydalmere Scout Hall,5735693312,151.0333106,-33.8068178
