f_tot_0_4_yrs, p_chile_5_14_yrs, p_china_55_64_yrs, p_egypt_75_84_yrs, f_zimbabwe_55_64_yrs, p_england_tot, p_cambodia_0_4_yrs, p_afghanistan_75_84_yrs, p_france_tot, p_afghanistan_0_4_yrs, p_australia_45_54_yrs, f_wales_85_yrs_ov, p_china_65_74_yrs, f_wales_25_44_yrs, p_afghanistan_tot, p_fiji_tot, p_fiji_75_84_yrs, p_australia_25_44_yrs, f_vietnam_0_4_yrs, p_australia_15_24_yrs, p_australia_55_64_yrs, f_vietnam_65_74_yrs, p_cambodia_25_44_yrs, f_wales_15_24_yrs, p_germany_25_44_yrs, f_zimbabwe_75_84_yrs, p_france_15_24_yrs, p_afghanistan_45_54_yrs, p_france_0_4_yrs, f_cob_ns_tot, f_cob_ns_65_74_yrs, f_wales_5_14_yrs, p_afghanistan_5_14_yrs, p_canada_45_54_yrs, f_elsewhere_15_24_yrs, p_germany_65_74_yrs, f_zimbabwe_0_4_yrs, lga_code_2016, f_tot_75_84_yrs, p_egypt_45_54_yrs, p_bosnia_herzegov_15_24_yrs, p_england_75_84_yrs, f_vietnam_45_54_yrs, p_china_75_84_yrs, f_tot_55_64_yrs, p_croatia_25_44_yrs, f_cob_ns_45_54_yrs, p_france_45_54_yrs, p_croatia_5_14_yrs, f_cob_ns_85_yrs_ov, p_bosnia_herzegov_85_yrs_ov, p_bangladesh_5_14_yrs, p_bangladesh_0_4_yrs, f_elsewhere_75_84_yrs, p_cambodia_tot, p_bosnia_herzegov_45_54_yrs, p_afghanistan_85_yrs_ov, f_cob_ns_75_84_yrs, p_bosnia_herzegov_55_64_yrs, p_australia_85_yrs_ov, p_australia_5_14_yrs, p_china_tot, p_china_0_4_yrs, p_bangladesh_tot, p_canada_25_44_yrs, f_elsewhere_tot, p_bangladesh_75_84_yrs, f_vietnam_5_14_yrs, p_france_25_44_yrs, p_germany_5_14_yrs, p_egypt_tot, f_tot_5_14_yrs, f_wales_65_74_yrs, p_cambodia_65_74_yrs, p_bosnia_herzegov_tot, p_cambodia_55_64_yrs, p_cambodia_15_24_yrs, p_egypt_25_44_yrs, p_china_5_14_yrs, f_vietnam_15_24_yrs, p_egypt_65_74_yrs, p_egypt_15_24_yrs, p_bangladesh_55_64_yrs, p_england_25_44_yrs, p_afghanistan_25_44_yrs, p_france_85_yrs_ov, p_bangladesh_15_24_yrs, f_tot_15_24_yrs, p_australia_65_74_yrs, p_fiji_5_14_yrs, p_canada_tot, p_fiji_45_54_yrs, p_fiji_25_44_yrs, f_vietnam_tot, p_chile_55_64_yrs, p_bosnia_herzegov_75_84_yrs, p_croatia_0_4_yrs, f_elsewhere_55_64_yrs, p_germany_tot, p_bangladesh_45_54_yrs, f_zimbabwe_5_14_yrs, f_cob_ns_25_44_yrs, p_egypt_5_14_yrs, p_australia_tot, p_france_55_64_yrs, p_bosnia_herzegov_5_14_yrs, f_tot_45_54_yrs, p_cambodia_85_yrs_ov, p_bosnia_herzegov_65_74_yrs, p_croatia_85_yrs_ov, f_zimbabwe_45_54_yrs, p_canada_0_4_yrs, p_england_5_14_yrs, p_fiji_55_64_yrs, p_croatia_55_64_yrs, p_chile_65_74_yrs, p_australia_75_84_yrs, p_canada_75_84_yrs, f_vietnam_25_44_yrs, p_egypt_85_yrs_ov, p_canada_65_74_yrs, f_cob_ns_15_24_yrs, p_china_25_44_yrs, p_germany_85_yrs_ov, f_tot_tot, f_tot_85_yrs_ov, p_chile_0_4_yrs, p_bangladesh_65_74_yrs, f_vietnam_55_64_yrs, f_vietnam_75_84_yrs, p_chile_85_yrs_ov, p_england_0_4_yrs, p_chile_tot, p_croatia_65_74_yrs, p_england_85_yrs_ov, p_chile_75_84_yrs, p_france_5_14_yrs, f_wales_0_4_yrs, p_fiji_85_yrs_ov, f_zimbabwe_25_44_yrs, p_croatia_45_54_yrs, f_zimbabwe_15_24_yrs, p_england_65_74_yrs, p_germany_0_4_yrs, p_cambodia_5_14_yrs, p_croatia_75_84_yrs, p_canada_5_14_yrs, p_england_15_24_yrs, p_bangladesh_85_yrs_ov, p_england_45_54_yrs, p_england_55_64_yrs, f_vietnam_85_yrs_ov, p_china_45_54_yrs, p_chile_15_24_yrs, f_zimbabwe_85_yrs_ov, p_egypt_0_4_yrs, f_elsewhere_0_4_yrs, p_croatia_15_24_yrs, p_afghanistan_55_64_yrs, p_fiji_65_74_yrs, p_afghanistan_15_24_yrs, f_cob_ns_0_4_yrs, p_bosnia_herzegov_0_4_yrs, p_afghanistan_65_74_yrs, f_wales_45_54_yrs, f_cob_ns_5_14_yrs, p_fiji_15_24_yrs, p_china_15_24_yrs, f_wales_75_84_yrs, f_elsewhere_25_44_yrs, f_zimbabwe_65_74_yrs, p_chile_25_44_yrs, lga_name_2016, p_france_65_74_yrs, p_egypt_55_64_yrs, f_zimbabwe_tot, p_canada_15_24_yrs, p_croatia_tot, f_elsewhere_85_yrs_ov, f_elsewhere_65_74_yrs, p_bosnia_herzegov_25_44_yrs, f_elsewhere_45_54_yrs, f_wales_55_64_yrs, p_germany_45_54_yrs, p_fiji_0_4_yrs, p_france_75_84_yrs, p_canada_55_64_yrs, p_bangladesh_25_44_yrs, p_germany_55_64_yrs, f_wales_tot, f_cob_ns_55_64_yrs, p_cambodia_45_54_yrs, p_germany_15_24_yrs, p_chile_45_54_yrs, p_cambodia_75_84_yrs, f_tot_65_74_yrs, f_elsewhere_5_14_yrs, p_canada_85_yrs_ov, p_china_85_yrs_ov, p_australia_0_4_yrs, f_tot_25_44_yrs, p_germany_75_84_yrs
2011,0,83,35,4,4752,0,0,767,0,3944,0,70,46,3,79,11,11331,0,3730,2630,7,8,3,308,10,84,0,7,3708,273,0,0,43,273,77,0,"18050",1486,3,0,150,3,41,2908,13,400,54,0,183,0,0,0,234,12,0,0,218,3,501,5322,710,10,35,229,3382,0,0,526,8,131,3165,3,0,17,0,0,15,27,3,33,0,0,2722,3,5,5,3185,1641,0,332,18,21,56,10,0,0,351,601,5,0,1645,0,33569,29,0,4043,0,0,9,12,6,217,15,14,12,875,4,38,22,4,304,222,34,34334,941,3,0,5,0,0,33,336,10,72,5,19,6,0,8,6,4,292,0,0,12,3,254,0,701,320,0,107,30,0,0,24,0,0,10,0,167,0,0,7,220,0,127,0,1551,4,248,"Waverley (A)",28,30,41,16,66,165,405,11,308,5,76,0,14,25,31,29,64,300,0,22,20,0,2321,69,0,39,3603,14267,38
95,0,0,0,0,67,0,0,0,0,400,0,0,0,0,0,0,558,0,265,477,0,0,0,0,0,0,0,0,191,34,0,0,0,0,6,0,"18100",153,0,0,18,0,0,280,0,25,0,0,14,0,0,0,0,0,0,0,23,0,116,394,3,0,0,0,11,0,0,0,0,5,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,460,0,0,0,0,0,0,0,0,0,11,0,0,31,0,3082,0,0,245,0,0,0,0,0,0,0,0,0,242,0,0,0,0,13,3,0,1831,82,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,3,0,0,"Weddin (A)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,284,0,0,0,166,335,0
188,0,0,0,0,95,0,0,0,0,776,0,0,0,0,10,0,1201,0,621,820,0,0,0,0,0,0,0,0,359,59,0,0,0,0,3,0,"18200",180,0,0,16,0,0,494,0,49,0,0,7,0,0,0,0,0,0,0,26,0,114,776,3,0,0,3,9,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,356,651,0,7,3,3,0,0,0,0,8,14,0,0,69,0,5650,0,0,452,0,0,0,0,0,0,0,0,0,304,0,0,0,0,30,0,0,3288,88,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,19,0,0,0,0,3,0,12,24,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32,0,0,0,0,0,0,"Wentworth (A)",0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,59,0,0,0,0,403,0,0,0,384,714,0
1761,0,20,0,0,527,0,0,19,0,5298,0,6,0,7,44,0,10045,0,5536,5130,0,3,0,15,0,6,0,0,2245,266,0,0,3,5,24,0,"18230",1488,3,0,64,3,0,3223,0,322,0,0,94,0,6,3,7,8,0,0,175,0,858,6173,175,3,67,12,119,0,0,7,0,34,3266,3,0,0,0,0,17,8,0,0,0,0,65,0,0,3,3084,3585,0,25,5,29,30,0,0,0,17,76,5,3,548,4,42080,0,0,3267,0,0,0,8,0,11,9,0,0,2172,0,21,0,4,221,98,4,25505,666,0,0,0,0,0,3,8,3,23,0,0,0,0,22,0,10,150,0,0,3,3,20,0,85,104,0,28,0,0,3,0,0,0,3,4,100,0,0,0,201,5,15,0,38,4,4,"Western Plains Regional (A)",3,3,47,4,7,3,18,0,12,0,9,0,0,3,45,9,9,315,0,10,0,0,2319,9,0,4,3280,6433,5
2374,3,878,37,11,2739,0,3,192,0,4358,0,552,9,25,115,6,8530,0,4952,3233,8,17,0,78,0,17,5,0,1945,163,0,0,49,71,42,0,"18250",1690,18,0,142,32,313,3996,13,254,31,0,97,0,0,0,99,36,6,0,110,0,894,7187,7902,94,58,99,1253,0,0,90,8,161,4597,3,0,19,3,6,11,377,34,50,3,3,748,7,9,8,4311,2226,0,250,36,47,222,10,5,0,150,244,5,0,669,0,36692,10,0,5243,0,3,16,8,5,237,23,43,7,1223,3,115,19,19,197,3250,19,38624,1078,0,0,18,5,0,55,68,78,82,4,14,0,4,15,21,0,332,0,0,82,23,143,0,609,383,3,1183,3,0,0,18,0,6,7,0,93,0,3,8,174,3,1155,5,489,3,19,"Willoughby (C)",10,26,29,18,260,53,133,0,168,0,35,0,6,24,39,23,34,192,3,13,20,0,2881,76,5,99,4098,12452,26
1128,0,15,4,0,2678,0,0,54,0,4855,3,14,5,0,53,3,7174,0,4278,4781,0,4,0,18,0,3,0,0,1725,287,3,0,21,16,105,0,"18350",2014,3,0,439,0,6,3547,0,248,9,0,72,0,0,0,36,11,3,0,174,0,969,5463,208,0,19,25,378,0,3,11,3,31,2998,20,0,3,0,0,4,9,7,10,0,0,214,0,0,0,2487,4618,0,113,12,18,38,3,0,0,81,274,3,0,318,0,36901,10,0,3448,0,0,0,7,0,56,13,7,3,2552,12,27,3,12,133,33,20,24988,894,0,0,0,0,0,5,28,8,153,0,3,0,0,8,6,0,795,0,0,4,10,66,0,408,532,0,19,0,0,0,0,0,0,5,0,53,0,0,7,170,0,101,9,71,0,10,"Wingecarribee (A)",14,7,19,4,34,23,87,0,55,3,23,0,6,32,15,45,46,263,0,3,14,0,3789,3,0,4,2202,4692,44
1576,0,22,11,3,1845,0,0,26,0,5146,0,16,6,3,52,0,10395,3,5850,4286,0,7,0,20,0,0,0,0,1475,145,0,0,13,12,63,0,"18400",919,4,0,238,3,7,3044,7,214,12,0,35,0,0,0,37,8,3,0,105,3,418,6985,124,0,15,20,315,0,0,0,0,34,3559,6,0,17,0,0,3,5,0,8,0,0,215,3,0,3,3107,2555,3,47,4,29,21,11,0,0,56,184,3,0,382,0,39803,0,0,3432,0,0,5,7,0,19,7,29,8,1055,0,14,3,0,155,38,5,24314,404,0,0,3,0,0,8,55,21,42,0,0,0,0,6,17,4,421,0,0,11,0,35,0,432,435,0,23,0,0,0,3,0,0,0,0,65,0,0,4,130,0,10,0,66,0,15,"Wollondilly (A)",4,3,19,4,97,34,42,7,60,7,22,0,0,7,8,33,29,246,3,3,18,0,1967,12,0,0,3129,6311,30
5878,0,155,14,7,8092,0,0,206,0,18176,15,66,22,34,194,4,38799,0,23336,15706,36,17,4,106,0,24,9,4,5912,731,5,4,76,256,377,0,"18450",6605,21,14,1091,74,44,12514,106,759,43,0,341,6,9,3,314,32,59,0,586,63,2764,21989,3035,16,114,158,3096,0,18,44,0,164,11943,45,0,307,3,0,39,68,102,33,5,6,1006,6,3,30,13759,10199,0,375,37,68,514,76,33,0,439,1117,11,7,1336,9,147934,31,3,13362,0,32,50,6,4,260,33,123,134,5865,10,162,6,20,686,1419,110,103087,3313,0,0,96,16,11,40,506,169,434,52,3,0,0,26,138,10,1750,3,0,204,29,238,0,1688,1603,6,187,5,0,7,60,17,0,37,9,251,0,6,46,411,11,1059,31,799,6,96,"Wollongong (C)",37,28,58,35,808,167,370,97,477,49,83,0,9,42,56,189,207,805,8,25,125,0,9671,213,8,22,11104,26037,212
1372,3,82,31,3,3476,0,0,384,0,3675,0,74,36,3,58,3,9166,0,3912,3094,0,0,3,108,0,33,0,3,2723,288,0,0,40,87,80,0,"18500",1661,12,0,211,16,51,3119,3,341,46,0,159,0,0,3,155,8,3,0,211,3,723,4477,797,11,14,129,1739,0,0,210,9,127,2867,3,0,12,0,3,9,68,3,46,0,0,1347,0,10,0,2867,2726,0,250,10,21,58,12,0,0,189,390,0,0,917,0,31550,27,0,3704,0,0,7,17,4,244,12,7,10,1423,7,35,9,15,225,239,58,29009,1014,0,0,6,0,0,52,78,6,74,4,11,0,3,11,12,0,364,0,0,11,12,242,0,567,372,0,146,3,4,0,13,0,0,5,0,114,0,0,5,177,4,108,0,652,5,45,"Woollahra (A)",32,23,43,9,45,132,293,9,174,3,53,0,18,26,8,29,51,290,0,17,7,0,2981,49,0,13,2345,9420,42
473,0,3,0,0,578,0,0,4,0,2001,0,0,0,0,13,0,3053,0,1558,1646,0,0,0,9,0,0,0,0,579,78,0,0,11,8,23,0,"18710",383,0,0,51,0,0,1096,0,87,0,0,14,0,0,0,3,0,0,0,39,4,224,2202,26,0,3,5,86,0,0,3,0,0,1180,0,0,7,0,0,0,0,0,0,0,0,74,0,0,0,891,1136,0,38,3,6,8,0,0,0,13,70,0,0,130,0,13312,3,0,1286,0,0,0,0,0,12,0,3,3,539,3,3,0,3,60,8,7,8209,183,0,0,0,0,0,0,7,9,24,0,0,0,0,4,7,0,138,0,0,3,3,23,0,117,131,0,5,0,0,0,0,0,0,0,0,17,0,0,7,61,0,3,0,22,0,4,"Yass Valley (A)",0,0,9,0,25,3,8,3,25,0,11,0,0,10,3,16,11,101,0,3,0,0,787,3,0,0,953,1931,7
34,0,0,0,0,15,0,0,0,0,113,0,0,0,0,3,0,226,0,79,138,0,0,0,4,0,0,0,0,53,9,0,0,0,0,0,0,"19399",14,0,0,5,0,0,76,0,4,0,0,3,0,0,0,0,0,0,0,0,0,14,105,0,0,0,0,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,46,82,0,0,0,0,0,0,0,0,0,3,0,0,18,0,839,0,0,61,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,492,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,"Unincorporated NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,47,0,0,0,59,138,0
264,0,0,0,0,439,0,0,21,0,1382,0,0,0,0,4,0,1814,0,981,1607,0,0,0,9,0,0,0,0,620,92,0,0,11,0,49,0,"20110",479,0,0,54,0,0,1068,0,100,0,0,34,0,0,0,8,0,0,0,46,0,224,1283,11,0,0,11,69,0,0,3,0,3,692,0,0,4,0,0,0,0,0,0,0,0,42,0,0,0,524,1098,0,34,0,0,3,0,0,0,13,112,0,0,119,0,9423,8,0,926,0,3,0,0,0,8,3,0,3,558,0,0,0,0,39,3,10,6265,237,0,0,0,0,0,0,3,10,24,0,0,0,0,0,3,0,152,0,0,5,7,5,0,70,90,0,3,0,0,0,0,0,0,4,0,17,0,0,0,48,0,0,0,14,0,0,"Alpine (S)",3,0,0,0,15,3,18,0,16,0,13,0,3,5,0,18,9,115,0,0,0,0,861,0,0,0,475,1222,18
260,0,0,0,0,227,0,0,4,0,1327,0,0,0,0,7,0,2012,0,1013,1498,0,3,0,3,0,0,0,0,472,67,0,0,3,0,17,0,"20260",413,0,0,39,3,0,828,0,62,0,0,27,0,0,0,3,3,0,0,41,0,275,1088,19,0,0,0,25,0,0,0,0,3,614,0,0,0,0,0,3,0,4,0,0,0,22,0,0,0,524,1161,0,8,0,8,13,0,0,0,3,47,0,0,111,0,9546,0,0,752,0,0,0,0,3,4,0,0,0,647,0,4,0,0,37,8,4,5449,225,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,72,0,0,3,0,0,0,34,36,0,4,0,0,0,0,0,0,0,0,21,0,0,0,44,0,0,0,4,0,0,"Ararat (RC)",0,0,0,0,12,0,6,0,3,0,6,0,0,3,0,8,0,66,0,0,0,0,712,4,0,0,515,1117,6
3173,0,38,3,0,2080,0,0,36,0,10653,3,16,0,13,68,3,21043,0,12400,9888,0,0,0,23,0,4,0,0,3643,464,0,0,16,56,123,0,"20570",3097,3,0,279,4,5,6419,3,509,8,0,141,0,9,0,49,9,0,0,320,3,1854,11712,717,3,64,31,457,0,6,17,5,34,6313,5,0,13,0,0,8,38,6,6,3,0,297,0,0,4,7042,7344,4,95,10,20,56,0,0,0,52,288,7,0,842,9,85068,3,0,6797,0,3,7,3,0,99,14,22,3,3997,3,30,0,11,432,281,29,52821,1601,0,3,5,0,0,13,18,28,107,3,3,0,0,11,13,3,485,3,5,29,4,67,0,310,424,0,72,0,0,0,5,0,0,3,12,167,0,0,5,285,9,260,9,142,4,9,"Ballarat (C)",4,3,24,7,119,19,37,4,62,0,19,0,3,12,39,44,25,481,0,8,0,0,5186,29,0,0,6177,13196,32
3796,5,357,28,3,3302,0,0,139,0,11360,3,166,13,18,85,0,22349,0,11492,9769,16,19,5,91,0,8,3,0,3217,391,0,0,46,148,186,0,"20660",3627,20,0,336,54,84,7691,27,411,27,0,282,3,0,0,135,23,24,0,333,28,1811,12628,3471,33,52,89,1793,0,10,47,10,234,6911,3,0,110,0,0,40,148,66,72,7,0,738,7,7,14,6895,6955,0,207,15,39,422,14,12,0,214,565,3,0,770,6,87093,16,4,8436,0,11,24,3,0,146,14,83,11,3555,0,199,14,12,270,1602,46,62644,2066,0,0,58,5,0,19,67,84,165,0,10,0,3,21,67,3,583,3,0,83,13,147,0,570,589,7,530,0,0,0,26,0,0,12,3,152,0,0,17,236,11,530,14,679,4,23,"Banyule (C)",18,54,39,20,371,83,164,23,264,8,63,0,7,24,34,43,54,379,7,25,9,0,6058,81,0,23,7179,17155,99
781,0,11,3,0,1699,0,0,28,0,3211,0,9,0,3,16,0,5002,0,2411,3815,0,0,0,16,0,0,0,0,1500,277,0,0,12,6,66,0,"20740",1379,0,0,310,9,0,2707,0,219,7,0,98,0,0,0,12,3,0,0,165,0,720,3344,73,0,3,12,167,0,0,9,0,16,1827,3,0,0,0,0,0,0,0,9,0,0,110,0,0,0,1324,3470,0,41,0,5,17,0,0,0,33,194,0,0,271,0,25155,3,0,2174,0,0,0,0,0,35,0,6,6,1628,0,7,0,3,87,32,16,16912,695,0,0,0,0,0,4,19,11,117,4,0,0,0,0,3,0,529,0,0,6,8,22,0,210,367,0,8,3,0,0,0,0,0,0,0,38,0,0,4,105,0,3,3,29,3,7,"Bass Coast (S)",7,3,10,0,24,12,34,0,29,4,14,0,6,11,3,30,21,237,0,3,0,0,2741,6,0,0,1547,3275,50
1458,0,10,0,0,1724,0,0,10,0,5118,0,4,0,3,25,0,8938,0,4949,5157,0,0,0,18,0,0,0,0,1994,291,0,0,8,12,83,0,"20830",1507,0,0,272,0,3,3506,0,301,3,0,67,0,3,0,27,5,0,0,182,0,807,5839,76,0,12,15,228,0,0,6,0,20,3124,6,0,10,0,4,3,3,0,8,0,0,175,0,0,0,2700,3937,0,40,10,12,17,3,0,0,42,236,3,0,405,0,39415,0,0,3390,0,0,0,0,0,44,5,11,0,1915,0,15,0,7,174,33,12,24938,706,0,0,0,0,0,6,11,17,76,0,0,0,0,3,11,0,454,0,0,9,0,38,0,271,382,0,24,0,0,0,0,0,0,0,0,88,0,0,3,171,3,9,0,67,3,4,"Baw Baw (S)",3,3,8,0,47,11,25,5,38,6,16,0,0,12,3,37,27,322,5,4,0,0,2934,13,3,0,2753,5604,58
2445,0,201,29,3,5855,0,0,281,0,10101,5,81,19,6,68,0,12884,0,8810,8294,5,19,0,115,0,28,0,9,2786,323,9,0,91,95,169,0,"20910",2968,32,3,417,15,52,6581,18,438,46,0,233,3,0,0,167,37,11,0,235,11,2367,10930,1795,26,10,122,1945,0,0,92,33,204,6673,13,0,49,7,0,12,146,3,66,3,3,1212,3,5,0,5349,5997,0,379,22,23,104,14,4,0,291,732,3,0,587,3,66948,31,0,8364,0,4,10,7,9,662,11,30,6,3077,4,57,16,25,233,602,56,50862,2393,0,0,15,3,0,92,87,39,207,3,41,0,0,17,37,0,766,4,0,28,48,409,0,1259,830,3,368,3,0,0,19,3,0,6,0,102,0,0,17,263,0,302,3,593,3,34,"Bayside (C)",25,41,36,37,152,87,242,18,358,11,132,0,7,37,6,82,80,381,12,41,26,3,5141,94,3,18,4486,10949,107
310,0,6,0,0,314,0,0,6,0,1532,0,0,0,0,4,0,2102,0,1279,1828,0,3,0,0,0,0,0,0,675,102,0,0,3,0,47,0,"21010",572,0,0,55,0,0,1180,0,96,0,0,29,0,0,0,9,8,0,0,63,0,412,1370,26,3,4,0,45,0,0,3,0,3,725,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0,678,1495,0,6,3,4,3,0,0,0,4,97,0,0,129,0,11455,0,0,1027,0,0,0,0,0,3,0,0,0,849,0,3,0,0,55,8,9,7149,323,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,108,0,0,0,0,6,0,40,56,0,3,0,0,0,0,0,0,0,0,28,0,0,3,44,0,3,0,8,0,0,"Benalla (RC)",0,0,4,0,3,7,12,0,3,3,3,0,0,4,0,24,4,123,0,0,0,0,1005,0,0,0,596,1329,7
3737,0,1192,25,15,4965,0,0,376,0,14799,3,511,11,25,190,14,23400,0,18038,11605,59,26,3,128,3,38,3,5,4170,450,0,0,75,192,196,0,"21110",4526,32,3,371,233,291,9949,18,549,63,0,270,0,6,0,160,89,19,0,342,3,3035,17242,11063,133,147,163,2147,0,26,167,32,263,10302,9,0,43,9,13,40,872,168,65,15,8,1048,10,3,20,12472,8140,3,404,42,75,1080,10,4,0,213,671,10,0,1160,15,107415,23,0,12823,0,0,15,11,15,466,18,41,10,4323,6,409,11,30,490,3853,47,87085,3208,0,0,162,20,3,77,85,30,209,5,40,0,0,38,29,13,699,6,0,49,32,347,0,945,791,12,1998,0,4,0,34,0,0,23,8,142,0,0,6,290,11,2126,6,786,7,30,"Boroondara (C)",24,55,76,37,192,126,224,10,307,9,85,0,11,47,98,62,52,467,25,35,20,3,7468,110,3,94,6830,22601,80
6275,14,323,105,4,1647,0,0,115,4,8587,0,157,3,479,598,17,21694,54,17212,6212,561,54,0,72,0,12,53,0,7040,763,0,25,23,700,463,0,"21180",4242,130,99,171,2670,85,11497,142,909,30,3,209,10,18,9,453,216,268,0,404,220,615,17626,2395,15,486,44,6725,0,220,26,4,1012,11264,4,23,1226,52,4,182,105,1032,187,68,15,264,265,4,49,12989,2936,20,104,131,232,11894,171,75,0,967,935,43,5,1906,89,87161,13,6,12624,9,135,94,5,3,82,100,496,168,1106,0,5086,31,3,789,1006,76,97079,1866,0,5,1914,268,9,12,752,659,67,41,4,0,0,23,323,7,338,0,0,542,14,39,0,311,371,97,430,13,0,14,73,15,13,61,113,447,0,10,3,690,37,224,3,2139,0,172,"Brimbank (C)",17,209,39,15,2285,239,728,414,1135,6,46,3,15,10,344,80,20,921,59,53,158,16,7892,304,0,46,11177,28418,139
135,0,3,0,0,87,0,0,0,0,724,0,0,0,0,3,0,852,0,503,836,0,0,0,0,0,0,0,0,315,50,0,0,3,3,4,0,"21270",308,0,0,15,0,0,487,0,41,0,0,31,0,0,0,0,0,0,0,41,0,261,685,6,0,0,6,16,0,0,0,0,4,345,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,240,643,0,10,0,0,0,0,0,0,0,13,0,0,44,0,5200,0,0,433,0,0,0,0,0,0,3,0,0,462,0,0,0,0,12,3,0,3066,201,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,4,0,0,"Buloke (S)",0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,7,0,58,0,0,0,0,395,0,0,0,239,527,3
1053,0,9,0,3,661,0,0,15,0,4270,0,0,0,0,12,0,6237,0,3725,4401,0,0,0,10,0,3,0,0,1706,247,0,0,4,3,34,0,"21370",1432,0,0,118,0,0,2681,3,222,7,0,106,0,0,0,6,3,0,0,174,0,878,4183,39,0,0,10,88,0,0,4,0,14,2199,0,0,0,0,0,7,0,0,0,0,0,46,0,0,0,1921,3516,3,20,3,4,3,0,3,0,9,88,0,0,354,3,31242,4,0,2601,0,0,0,0,0,3,0,0,0,2105,0,3,0,0,134,22,10,18765,727,0,0,0,0,0,0,3,0,39,0,0,0,0,3,0,0,207,0,3,3,3,15,0,86,141,0,3,0,0,0,0,0,0,0,0,72,0,0,0,142,0,3,0,28,0,3,"Campaspe (S)",4,0,4,0,7,5,10,0,12,3,3,0,0,0,0,9,10,264,0,0,0,0,2251,8,3,0,1928,3901,18
3767,3,30,5,6,4135,0,4,54,0,8617,0,24,16,126,162,0,19280,0,10134,6344,0,39,4,51,0,0,18,0,2999,286,3,8,18,136,122,0,"21450",1595,22,5,412,9,4,4886,26,443,12,0,74,0,7,0,43,73,7,0,160,12,692,12253,277,3,90,58,1102,0,3,8,8,211,6799,6,0,74,5,9,68,16,3,19,24,5,661,60,0,7,6045,4066,7,121,29,85,58,22,4,0,106,435,11,3,828,52,70374,17,0,6388,0,8,4,6,0,151,16,37,20,1703,3,34,0,10,334,116,22,47773,730,0,0,6,0,0,14,126,32,156,6,0,0,0,28,36,8,782,0,3,25,13,211,0,911,834,0,43,6,0,0,8,3,4,7,29,163,0,0,17,315,16,31,12,431,0,41,"Cardinia (S)",7,14,54,11,165,26,97,31,181,17,59,0,6,9,65,93,69,391,17,16,33,0,3579,69,0,3,7287,13982,61
11606,9,582,76,22,8504,16,49,174,76,18137,0,249,23,8534,1925,47,40846,6,27780,13125,33,775,5,136,0,12,936,0,8413,703,0,648,40,747,282,0,"21610",4845,187,93,951,169,97,15281,256,1177,41,3,227,6,26,5,315,1656,250,19,399,209,1535,34302,4269,44,395,91,7008,3,21,54,8,1184,21409,17,81,1128,235,124,294,190,72,153,126,27,1311,4038,5,27,20039,7313,47,235,444,805,908,212,37,0,1064,1033,72,19,2415,125,168029,23,10,20023,11,72,32,26,0,382,280,284,179,3433,6,454,24,15,999,1933,69,150274,2179,0,5,142,22,11,36,1030,247,340,52,8,0,6,124,267,44,1585,0,45,142,37,363,0,1834,1701,7,771,20,0,15,40,38,425,119,2184,561,8,164,23,991,179,365,9,2363,6,292,"Casey (C)",28,180,242,26,1265,110,597,441,1381,20,126,0,14,18,239,152,103,940,338,69,260,25,9435,390,4,35,21554,45461,186
