f_tot_0_4_yrs, p_chile_5_14_yrs, p_china_55_64_yrs, p_egypt_75_84_yrs, f_zimbabwe_55_64_yrs, p_england_tot, p_cambodia_0_4_yrs, p_afghanistan_75_84_yrs, p_france_tot, p_afghanistan_0_4_yrs, p_australia_45_54_yrs, f_wales_85_yrs_ov, p_china_65_74_yrs, f_wales_25_44_yrs, p_afghanistan_tot, p_fiji_tot, p_fiji_75_84_yrs, p_australia_25_44_yrs, f_vietnam_0_4_yrs, p_australia_15_24_yrs, p_australia_55_64_yrs, f_vietnam_65_74_yrs, p_cambodia_25_44_yrs, f_wales_15_24_yrs, p_germany_25_44_yrs, f_zimbabwe_75_84_yrs, p_france_15_24_yrs, p_afghanistan_45_54_yrs, p_france_0_4_yrs, f_cob_ns_tot, f_cob_ns_65_74_yrs, f_wales_5_14_yrs, p_afghanistan_5_14_yrs, p_canada_45_54_yrs, f_elsewhere_15_24_yrs, p_germany_65_74_yrs, f_zimbabwe_0_4_yrs, lga_code_2016, f_tot_75_84_yrs, p_egypt_45_54_yrs, p_bosnia_herzegov_15_24_yrs, p_england_75_84_yrs, f_vietnam_45_54_yrs, p_china_75_84_yrs, f_tot_55_64_yrs, p_croatia_25_44_yrs, f_cob_ns_45_54_yrs, p_france_45_54_yrs, p_croatia_5_14_yrs, f_cob_ns_85_yrs_ov, p_bosnia_herzegov_85_yrs_ov, p_bangladesh_5_14_yrs, p_bangladesh_0_4_yrs, f_elsewhere_75_84_yrs, p_cambodia_tot, p_bosnia_herzegov_45_54_yrs, p_afghanistan_85_yrs_ov, f_cob_ns_75_84_yrs, p_bosnia_herzegov_55_64_yrs, p_australia_85_yrs_ov, p_australia_5_14_yrs, p_china_tot, p_china_0_4_yrs, p_bangladesh_tot, p_canada_25_44_yrs, f_elsewhere_tot, p_bangladesh_75_84_yrs, f_vietnam_5_14_yrs, p_france_25_44_yrs, p_germany_5_14_yrs, p_egypt_tot, f_tot_5_14_yrs, f_wales_65_74_yrs, p_cambodia_65_74_yrs, p_bosnia_herzegov_tot, p_cambodia_55_64_yrs, p_cambodia_15_24_yrs, p_egypt_25_44_yrs, p_china_5_14_yrs, f_vietnam_15_24_yrs, p_egypt_65_74_yrs, p_egypt_15_24_yrs, p_bangladesh_55_64_yrs, p_england_25_44_yrs, p_afghanistan_25_44_yrs, p_france_85_yrs_ov, p_bangladesh_15_24_yrs, f_tot_15_24_yrs, p_australia_65_74_yrs, p_fiji_5_14_yrs, p_canada_tot, p_fiji_45_54_yrs, p_fiji_25_44_yrs, f_vietnam_tot, p_chile_55_64_yrs, p_bosnia_herzegov_75_84_yrs, p_croatia_0_4_yrs, f_elsewhere_55_64_yrs, p_germany_tot, p_bangladesh_45_54_yrs, f_zimbabwe_5_14_yrs, f_cob_ns_25_44_yrs, p_egypt_5_14_yrs, p_australia_tot, p_france_55_64_yrs, p_bosnia_herzegov_5_14_yrs, f_tot_45_54_yrs, p_cambodia_85_yrs_ov, p_bosnia_herzegov_65_74_yrs, p_croatia_85_yrs_ov, f_zimbabwe_45_54_yrs, p_canada_0_4_yrs, p_england_5_14_yrs, p_fiji_55_64_yrs, p_croatia_55_64_yrs, p_chile_65_74_yrs, p_australia_75_84_yrs, p_canada_75_84_yrs, f_vietnam_25_44_yrs, p_egypt_85_yrs_ov, p_canada_65_74_yrs, f_cob_ns_15_24_yrs, p_china_25_44_yrs, p_germany_85_yrs_ov, f_tot_tot, f_tot_85_yrs_ov, p_chile_0_4_yrs, p_bangladesh_65_74_yrs, f_vietnam_55_64_yrs, f_vietnam_75_84_yrs, p_chile_85_yrs_ov, p_england_0_4_yrs, p_chile_tot, p_croatia_65_74_yrs, p_england_85_yrs_ov, p_chile_75_84_yrs, p_france_5_14_yrs, f_wales_0_4_yrs, p_fiji_85_yrs_ov, f_zimbabwe_25_44_yrs, p_croatia_45_54_yrs, f_zimbabwe_15_24_yrs, p_england_65_74_yrs, p_germany_0_4_yrs, p_cambodia_5_14_yrs, p_croatia_75_84_yrs, p_canada_5_14_yrs, p_england_15_24_yrs, p_bangladesh_85_yrs_ov, p_england_45_54_yrs, p_england_55_64_yrs, f_vietnam_85_yrs_ov, p_china_45_54_yrs, p_chile_15_24_yrs, f_zimbabwe_85_yrs_ov, p_egypt_0_4_yrs, f_elsewhere_0_4_yrs, p_croatia_15_24_yrs, p_afghanistan_55_64_yrs, p_fiji_65_74_yrs, p_afghanistan_15_24_yrs, f_cob_ns_0_4_yrs, p_bosnia_herzegov_0_4_yrs, p_afghanistan_65_74_yrs, f_wales_45_54_yrs, f_cob_ns_5_14_yrs, p_fiji_15_24_yrs, p_china_15_24_yrs, f_wales_75_84_yrs, f_elsewhere_25_44_yrs, f_zimbabwe_65_74_yrs, p_chile_25_44_yrs, lga_name_2016, p_france_65_74_yrs, p_egypt_55_64_yrs, f_zimbabwe_tot, p_canada_15_24_yrs, p_croatia_tot, f_elsewhere_85_yrs_ov, f_elsewhere_65_74_yrs, p_bosnia_herzegov_25_44_yrs, f_elsewhere_45_54_yrs, f_wales_55_64_yrs, p_germany_45_54_yrs, p_fiji_0_4_yrs, p_france_75_84_yrs, p_canada_55_64_yrs, p_bangladesh_25_44_yrs, p_germany_55_64_yrs, f_wales_tot, f_cob_ns_55_64_yrs, p_cambodia_45_54_yrs, p_germany_15_24_yrs, p_chile_45_54_yrs, p_cambodia_75_84_yrs, f_tot_65_74_yrs, f_elsewhere_5_14_yrs, p_canada_85_yrs_ov, p_china_85_yrs_ov, p_australia_0_4_yrs, f_tot_25_44_yrs, p_germany_75_84_yrs
288,0,4,0,0,464,0,0,4,0,1399,0,0,0,0,10,0,1896,0,1213,1600,0,3,0,7,0,0,0,0,605,118,0,0,0,0,13,0,"21670",610,0,0,93,0,0,1022,0,90,0,0,37,0,0,0,7,3,0,0,76,0,339,1326,19,0,0,3,43,0,0,0,0,3,683,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,617,1490,0,10,0,5,0,0,0,0,3,41,0,0,91,0,10650,0,0,876,0,0,0,0,0,3,0,0,0,840,3,0,0,0,35,8,3,6580,288,0,0,0,0,0,3,3,0,23,0,0,0,0,0,3,0,165,0,0,3,0,0,0,61,106,0,4,0,0,0,0,0,0,0,0,20,0,0,0,41,0,0,0,14,0,0,"Central Goldfields (S)",0,0,0,0,11,3,7,0,3,0,0,0,0,3,0,6,9,104,0,0,0,0,1037,3,0,0,549,1161,10
563,0,10,0,0,476,0,0,5,0,2350,0,0,0,38,10,0,3660,0,2007,2549,0,0,0,9,0,0,0,0,853,134,0,0,0,4,22,0,"21750",760,0,0,77,0,0,1599,0,119,0,0,46,0,0,0,5,0,0,0,97,0,452,2347,61,0,0,5,73,0,0,7,0,10,1180,7,0,0,0,0,8,6,0,0,0,0,46,24,0,0,1089,1950,0,16,3,5,9,0,0,0,13,70,0,3,166,0,17452,0,0,1443,0,0,0,0,0,9,3,0,0,1035,0,4,0,0,85,33,7,10489,371,0,0,0,0,0,0,4,0,23,0,0,0,0,3,4,0,124,0,0,4,0,5,0,65,123,0,7,0,0,0,0,0,0,0,18,27,0,0,0,47,0,4,0,27,0,0,"Colac-Otway (S)",0,4,13,0,11,0,13,0,10,0,4,0,0,0,0,6,5,142,0,3,0,0,1293,0,0,0,1106,2175,21
438,0,0,0,0,265,0,0,6,0,1900,0,0,0,0,3,0,2513,0,1594,1991,0,0,0,8,0,0,0,0,730,127,0,0,0,3,9,0,"21830",650,0,0,50,0,0,1199,0,114,0,0,24,0,0,0,3,0,0,0,77,0,378,1884,9,0,0,3,44,0,0,4,0,0,959,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,810,1539,0,12,3,0,0,0,0,0,11,35,0,0,135,0,13538,0,0,1129,0,0,0,0,0,3,0,0,0,925,0,0,0,0,53,6,3,7970,289,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,72,0,0,3,0,3,0,33,63,0,0,0,0,0,0,0,0,0,0,29,0,0,0,59,0,4,0,17,0,0,"Corangamite (S)",0,0,0,0,8,3,5,0,9,0,7,0,0,3,0,6,0,112,0,0,0,0,964,0,0,0,805,1535,0
4352,3,604,58,4,2812,0,0,232,0,12112,3,196,15,95,195,9,28846,9,12601,7060,90,36,0,157,0,16,15,0,5635,449,0,9,52,274,69,0,"21890",4371,44,9,105,287,128,7013,33,730,38,0,299,0,25,8,139,94,23,0,430,32,1383,12399,4821,28,359,178,2692,0,29,144,10,358,7115,3,18,157,15,7,61,108,274,79,16,5,1103,30,3,74,9322,3053,3,298,41,76,1538,33,19,0,247,436,9,0,1886,12,86911,19,0,9915,0,25,21,7,5,116,33,76,19,1738,0,562,36,3,640,2079,14,75816,2343,0,3,221,34,3,36,166,79,72,4,3,0,3,27,54,10,262,3,0,92,13,135,0,591,385,20,633,5,0,3,100,12,8,17,28,250,0,6,3,368,11,1015,0,1200,0,61,"Darebin (C)",3,60,47,28,370,61,193,50,290,5,83,0,5,20,234,36,29,578,18,27,29,3,5123,183,3,34,7727,26263,31
1120,0,11,3,0,1692,0,0,24,0,4604,0,6,9,0,27,0,6602,0,3622,5569,0,0,0,16,0,3,0,0,2323,391,0,0,8,6,117,0,"22110",1929,0,0,353,3,0,3747,0,324,0,0,147,0,0,0,27,3,0,0,248,0,927,4462,69,0,0,10,172,0,0,3,0,24,2419,6,0,3,0,0,4,8,3,5,0,0,93,0,0,0,1986,5269,0,45,5,3,36,7,0,0,24,297,0,0,385,0,35616,3,0,3056,0,0,0,3,3,22,14,3,4,2516,5,21,0,6,186,31,20,22932,835,0,0,3,0,0,0,11,7,98,0,3,0,0,0,3,0,585,0,0,3,4,23,0,194,319,0,19,0,0,0,0,0,0,5,0,93,0,0,7,151,3,3,0,31,0,3,"East Gippsland (S)",8,5,12,0,18,11,37,0,23,5,22,0,0,9,0,45,26,385,0,3,3,0,3607,9,0,0,2042,4220,72
4324,0,119,23,15,7510,0,0,104,0,12381,3,36,27,150,289,8,26698,4,13598,9934,6,45,11,94,3,7,35,0,4801,524,0,0,31,119,223,0,"22170",3460,20,11,956,14,24,8301,55,695,23,0,172,4,0,0,120,96,48,0,372,66,1449,13879,891,9,40,81,1603,0,4,21,20,164,7757,24,9,208,12,9,15,42,5,47,3,3,1057,62,3,3,8303,6613,9,189,80,109,111,38,11,0,221,790,5,9,1264,17,95936,22,0,9703,0,14,4,20,4,259,30,52,32,3060,5,76,8,13,521,390,46,68727,1696,0,0,8,0,0,24,175,48,424,9,5,3,3,49,63,17,1498,0,3,43,11,267,0,1470,1547,0,128,10,0,0,9,10,29,16,19,222,0,8,31,414,45,145,20,542,3,48,"Frankston (C)",20,34,109,14,280,46,211,55,257,28,109,0,7,20,29,135,136,614,15,42,44,0,6230,82,5,3,8333,18947,120
246,0,0,0,0,152,0,0,0,0,1234,0,0,0,0,0,0,1579,0,989,1375,0,0,0,0,0,0,0,0,421,78,0,0,0,0,14,0,"22250",513,0,0,38,0,0,806,0,55,0,0,12,0,0,0,3,0,0,0,63,0,323,1093,3,0,3,0,20,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,505,1264,0,3,0,0,0,0,0,0,4,26,0,0,79,0,9121,0,0,723,0,0,0,0,0,0,0,0,0,788,0,0,0,0,31,4,3,5293,223,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,36,0,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,0,0,13,0,0,0,28,0,0,0,3,0,0,"Gannawarra (S)",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,70,0,0,0,0,767,0,0,0,485,950,3
2058,0,12,0,0,854,0,3,20,3,6473,0,14,4,755,42,0,10927,0,6279,6020,0,9,0,17,0,0,104,0,2926,369,0,69,12,104,41,0,"22830",1859,0,0,105,7,3,4027,3,414,4,0,153,0,9,0,26,7,0,0,226,0,1013,7223,160,4,34,15,607,0,0,6,0,21,4046,0,0,3,0,0,0,5,0,4,3,0,110,321,0,0,3840,4353,7,47,5,22,17,0,0,0,68,123,5,0,696,16,48491,10,0,4333,0,3,0,6,3,31,4,9,0,2408,3,11,0,0,280,77,10,32125,941,0,0,0,0,0,4,0,13,36,0,0,0,0,13,6,4,233,0,0,9,6,31,0,129,186,0,27,0,0,0,7,0,33,0,221,144,0,9,3,252,8,16,3,212,0,0,"Greater Shepparton (C)",0,0,20,0,35,15,24,0,73,0,16,0,0,8,18,17,16,394,0,6,0,0,3094,68,0,0,3793,7925,17
344,0,0,0,0,674,0,0,18,0,1724,0,13,0,0,3,0,2251,0,1044,2024,0,0,0,12,0,0,0,0,883,140,0,0,4,0,41,0,"22910",527,0,0,102,0,0,1458,0,129,0,0,66,0,0,0,14,0,0,0,74,0,283,1532,18,0,3,8,106,0,0,6,0,11,870,3,0,6,0,0,0,0,3,0,0,0,74,0,0,0,587,1521,0,30,0,0,3,0,5,0,20,100,0,0,152,0,11648,5,0,1195,0,0,0,0,0,9,0,9,0,629,0,0,3,7,62,6,11,7944,313,0,0,0,0,0,0,0,4,25,0,0,0,0,0,10,0,183,0,0,10,0,10,0,126,146,0,0,0,0,0,0,0,0,0,0,19,0,0,3,79,0,0,0,26,0,0,"Hepburn (S)",4,3,3,0,31,9,23,0,10,4,7,0,3,5,3,17,6,167,0,0,0,0,1130,0,0,0,639,1507,16
120,0,0,0,4,98,0,0,3,0,661,0,3,0,0,0,0,782,0,504,776,0,0,0,0,0,0,0,0,252,39,0,0,0,0,3,0,"22980",248,0,0,12,0,0,469,0,42,0,0,29,0,0,0,3,0,0,0,23,0,235,538,3,0,0,3,16,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,272,620,0,4,0,0,0,0,0,0,3,10,0,0,43,0,4775,0,0,413,0,0,0,0,0,0,0,0,0,414,0,0,0,0,14,4,3,2872,190,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,8,0,0,"Hindmarsh (S)",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,363,3,0,0,245,499,0
2923,3,125,28,0,2994,0,0,129,0,7900,5,52,14,13,120,8,15524,0,7752,5633,56,30,3,104,0,16,0,0,2792,284,0,0,24,89,153,0,"23110",2432,19,7,246,176,49,5284,52,400,19,3,123,4,3,0,145,131,32,0,211,36,830,8764,1063,11,129,81,1528,0,5,60,13,160,5091,3,24,145,25,9,25,36,39,39,3,3,742,15,0,12,4676,2827,7,160,34,45,802,20,15,0,229,479,10,0,799,9,56174,14,0,6512,7,11,31,0,0,145,13,102,15,1488,4,308,10,6,241,509,30,45146,1216,0,0,185,23,0,26,118,146,107,3,0,0,0,10,66,0,482,7,0,128,6,83,0,582,578,0,161,3,0,3,19,8,0,9,0,147,0,0,12,239,4,114,8,531,3,45,"Hobsons Bay (C)",8,33,20,9,529,70,144,40,250,7,61,0,11,18,102,33,47,354,29,10,31,11,3599,48,0,9,5451,13411,67
554,0,0,0,0,239,0,0,0,0,2202,0,0,0,0,5,0,3817,0,2091,2299,0,3,0,3,0,0,0,0,641,88,0,0,3,4,12,0,"23190",727,0,0,29,0,0,1376,0,73,0,0,35,0,0,0,11,3,0,0,58,0,522,2327,35,0,10,6,50,0,0,0,0,3,1204,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,1136,1691,0,7,3,0,3,0,0,0,6,22,4,0,142,0,17213,0,0,1268,0,0,0,0,0,11,3,0,0,1102,0,3,0,0,65,21,0,10067,402,0,0,0,0,0,0,0,4,14,0,0,0,0,3,0,0,68,0,0,0,3,10,0,31,53,0,3,0,0,0,0,0,0,0,0,20,0,0,0,43,0,0,0,12,0,0,"Horsham (RC)",0,0,3,0,3,4,3,0,5,0,0,0,0,0,4,7,0,120,0,0,0,0,1059,0,0,0,1156,2333,5
7475,6,123,100,3,2880,0,0,92,0,12350,0,56,4,287,898,14,28645,3,20339,8853,50,27,0,88,0,3,36,0,6471,591,0,29,31,487,203,0,"23270",3178,136,15,335,185,35,10042,56,901,37,0,119,7,20,3,210,47,60,0,284,66,722,22412,816,8,288,47,4629,0,21,14,11,907,13824,8,3,298,6,5,169,31,50,178,59,26,421,113,3,21,14005,4667,37,153,176,367,756,35,27,0,635,555,42,3,1858,45,113841,14,0,13470,0,29,19,13,3,134,146,166,30,2029,0,288,25,9,757,337,40,99102,1168,0,0,124,29,4,8,170,214,126,12,3,0,3,34,109,22,571,0,0,125,25,100,0,568,615,11,151,3,0,15,76,10,12,69,90,425,0,11,6,788,73,63,3,1542,0,36,"Hume (C)",9,183,77,19,694,65,373,101,873,5,57,0,6,18,176,69,31,742,11,19,55,3,6528,372,0,12,13816,29409,60
389,0,0,0,0,501,0,0,13,0,2033,0,0,0,0,12,4,2771,0,1414,2098,0,0,0,5,0,0,0,0,568,83,0,0,3,0,35,0,"23350",461,0,0,57,0,0,1343,0,94,0,0,21,0,0,0,9,0,0,0,41,0,259,1935,7,0,0,9,66,0,0,7,0,3,1034,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,757,1549,0,20,0,3,0,0,0,0,6,108,0,0,118,0,13457,3,0,1274,0,0,0,3,0,8,4,3,0,658,0,0,0,0,46,3,5,8097,224,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,139,0,0,6,0,5,0,89,119,0,0,0,0,0,0,0,0,3,0,15,0,0,3,50,0,0,0,8,0,0,"Indigo (S)",3,0,3,0,17,3,14,0,19,3,13,0,3,3,0,25,7,108,0,0,0,0,977,5,0,0,735,1639,21
4510,6,463,65,7,6021,0,3,210,0,12738,5,178,29,74,343,10,24912,5,12678,9716,57,280,0,157,3,20,12,4,4257,515,0,0,51,182,195,0,"23430",4706,42,9,584,177,125,9142,38,582,43,0,325,0,7,4,253,950,46,0,446,27,2279,15003,4122,41,180,129,3289,0,3,90,10,439,8575,15,111,180,186,49,38,172,48,128,12,29,1339,27,3,22,8094,6441,3,281,85,114,811,40,12,0,451,754,30,3,1090,9,95781,21,0,11173,30,11,11,8,9,385,82,65,44,3737,6,294,30,11,327,1727,48,77753,2600,0,8,192,31,0,64,256,122,274,21,9,0,3,37,52,3,949,6,20,77,25,338,0,1176,904,7,585,3,0,3,48,3,11,24,17,183,0,0,16,286,21,800,7,1147,0,86,"Kingston (C) (Vic.)",22,120,68,21,369,99,370,63,571,12,110,0,12,32,78,62,73,506,252,38,53,26,7316,177,4,28,8276,21641,131
4410,0,679,50,10,5682,0,3,95,0,13123,5,327,7,217,248,9,25184,0,16175,10901,48,178,3,100,0,4,50,0,3445,430,0,0,27,109,298,0,"23670",3898,94,5,779,180,146,10329,18,483,27,0,186,0,0,0,218,536,23,0,315,22,1446,15576,6080,61,72,53,1906,0,14,24,15,545,8672,19,51,106,119,14,95,311,28,119,29,14,724,100,8,4,9800,6881,4,163,52,83,689,38,3,0,301,1144,16,3,854,20,100918,17,0,11536,8,7,9,3,4,141,44,63,47,3220,4,247,15,7,290,3074,141,78793,2008,0,3,154,12,3,9,195,64,317,13,0,0,0,27,35,3,1283,5,3,43,11,169,0,1055,1206,6,936,0,0,3,7,0,33,31,18,174,0,16,22,228,19,498,17,487,10,41,"Knox (C)",18,130,59,13,229,158,255,48,319,23,88,0,5,32,42,132,90,489,144,38,51,26,7184,50,3,59,8410,20966,332
2092,0,26,7,0,1967,0,0,29,0,7667,3,10,3,0,40,0,14245,0,7985,7536,0,11,0,22,0,0,0,0,3474,405,0,0,17,33,226,0,"23810",2340,3,0,370,3,9,5139,0,489,3,0,186,0,5,0,54,19,0,0,305,3,911,8032,270,3,53,23,460,0,3,5,0,33,4352,4,0,22,0,8,11,11,4,3,0,4,122,0,0,0,4553,4647,0,81,8,21,44,0,4,0,53,457,10,0,794,4,57394,7,0,4989,0,5,7,7,0,24,8,9,6,2325,3,28,3,8,397,104,42,37469,1106,0,0,3,0,0,8,20,24,153,0,0,0,0,3,12,0,552,0,0,19,8,24,0,273,443,0,44,0,0,0,0,0,0,0,0,136,0,0,3,264,5,65,4,125,0,4,"Latrobe (C) (Vic.)",3,4,13,3,72,32,62,5,61,4,14,0,9,13,35,47,22,488,3,3,9,0,3870,40,3,0,4048,9023,93
178,0,0,3,0,167,0,0,0,0,848,0,0,0,0,0,0,979,0,549,1062,0,0,0,0,0,0,0,0,436,63,0,0,0,0,9,0,"23940",309,0,0,24,0,0,619,0,77,0,0,17,0,0,0,0,0,0,0,45,0,207,734,12,0,0,0,18,0,0,0,0,5,423,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,326,828,0,5,0,0,0,0,0,0,3,30,0,0,82,0,5973,0,0,554,0,0,0,0,0,0,0,0,0,472,0,0,0,0,37,3,0,3668,145,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,54,0,0,0,0,0,0,28,51,0,3,0,0,0,0,0,0,0,0,19,0,0,0,34,0,0,0,3,0,0,"Loddon (S)",0,0,0,0,8,0,3,0,3,0,3,0,0,3,0,6,0,70,0,0,0,0,508,0,0,0,310,610,5
1425,0,8,3,3,1955,0,0,34,0,5454,0,9,3,0,16,0,8308,0,4550,4668,3,6,0,23,0,0,0,0,1865,265,0,0,9,11,112,0,"24130",1003,0,0,218,5,3,3241,3,304,5,0,110,0,0,0,17,11,6,0,142,0,491,6017,90,3,0,33,218,0,0,10,3,28,3191,6,0,12,0,0,0,5,0,17,0,0,273,0,0,0,2411,3366,0,68,7,9,14,8,0,0,40,285,0,0,391,0,36794,11,0,3727,0,3,3,4,0,72,3,20,0,1239,0,11,3,6,128,34,21,23415,513,0,0,0,0,0,3,14,15,59,0,3,0,0,0,18,0,443,0,0,12,3,58,0,426,406,0,20,0,0,0,3,0,0,3,0,83,0,0,7,164,0,11,3,51,0,3,"Macedon Ranges (S)",10,8,9,0,76,3,40,0,39,7,35,0,0,13,0,47,38,282,4,5,3,0,2533,11,3,0,2701,5374,36
2660,6,1500,87,8,2547,0,0,86,0,8886,0,756,7,35,168,24,12920,0,10396,6307,69,21,0,45,3,9,6,3,2695,368,0,0,26,93,172,0,"24210",4623,88,3,362,139,410,7622,20,364,21,0,221,0,0,0,219,99,20,0,314,8,1631,10641,10844,93,50,45,1644,3,8,19,8,681,6355,3,8,45,27,3,142,495,22,120,28,13,320,12,7,3,7048,5244,0,141,32,37,570,17,0,0,239,500,7,0,561,24,64768,13,0,8785,0,3,18,22,0,168,50,42,4,3714,11,178,31,6,219,4171,49,59953,2249,0,4,123,17,3,25,77,102,149,8,3,0,0,26,43,3,464,5,0,87,11,141,0,474,449,16,1849,6,0,0,14,0,3,23,0,87,0,0,7,205,3,1366,5,414,3,20,"Manningham (C)",7,163,69,16,319,106,243,10,253,5,46,0,10,17,20,46,27,364,27,10,17,7,6690,69,3,192,5021,13927,116
209,0,0,0,0,298,0,0,10,0,900,0,0,0,0,0,0,1267,0,675,1098,0,0,0,3,0,0,0,0,414,62,0,0,3,3,28,0,"24250",281,0,0,28,0,0,718,0,66,0,0,14,0,0,0,7,0,0,0,27,0,147,983,30,0,0,6,44,0,0,0,0,3,558,0,0,0,0,0,0,8,0,3,0,0,33,0,0,0,380,940,0,12,0,0,0,0,0,0,4,81,0,0,81,0,6802,3,0,582,0,0,0,0,0,0,0,3,0,386,0,0,0,3,36,3,3,4314,123,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,92,0,0,0,0,11,0,47,76,0,4,0,0,0,0,0,0,0,0,18,0,0,0,37,0,11,0,13,0,0,"Mansfield (S)",3,0,0,0,3,3,5,0,3,0,4,0,0,3,0,7,6,78,0,0,0,0,628,4,0,0,399,834,26
2737,3,232,12,0,1651,0,0,95,0,4777,0,96,12,91,147,3,15534,13,6388,2915,324,29,0,88,0,5,10,3,3063,191,0,0,25,236,64,0,"24330",1477,13,12,46,838,83,3632,47,384,15,0,127,0,16,14,86,117,27,0,165,34,511,6243,2321,9,573,109,1831,0,55,68,0,130,3717,0,14,192,32,0,36,32,416,20,13,5,768,55,0,69,5180,1189,6,169,26,80,4212,33,20,3,157,255,15,0,1162,8,43130,4,3,4992,5,36,21,0,3,49,22,59,48,625,0,1544,3,4,344,944,9,40883,854,0,6,799,169,4,26,206,97,40,17,0,0,0,18,46,0,112,0,4,88,4,77,0,309,220,61,274,3,0,0,21,0,3,3,25,184,0,3,5,211,6,607,0,857,0,58,"Maribyrnong (C)",3,18,18,13,355,36,131,63,245,4,26,0,0,8,441,20,18,285,28,17,44,7,2084,61,0,48,4935,16206,21
3536,0,319,11,9,4456,0,0,92,0,10659,0,155,6,38,126,3,20640,0,10973,8476,30,70,0,72,0,0,9,0,2694,321,0,0,28,58,189,0,"24410",3063,17,5,586,40,65,6665,5,358,11,0,207,3,3,0,85,193,4,0,241,11,1562,11501,2969,37,56,62,977,0,3,37,17,135,6396,9,19,59,37,11,35,133,13,21,5,5,604,27,0,3,6468,5932,3,163,29,36,244,22,0,0,138,634,10,0,741,11,79652,17,0,7916,0,0,5,17,0,115,21,40,22,3108,10,100,4,12,234,1619,43,56979,1747,0,4,44,8,0,12,108,31,308,5,6,0,0,25,24,3,970,0,0,29,9,153,0,835,866,0,371,0,0,3,5,0,6,12,0,123,0,3,12,171,11,266,8,305,0,30,"Maroondah (C)",10,28,55,17,132,61,128,25,145,21,67,0,7,32,34,94,59,299,46,16,27,7,5300,44,0,13,6814,15891,140
2213,0,442,17,3,3140,0,0,588,0,4379,0,203,22,56,136,0,17922,0,8295,3803,58,49,10,248,0,146,4,7,7844,375,0,4,37,879,69,0,"24600",1206,22,4,94,129,171,3967,41,640,24,0,238,0,0,0,77,145,15,0,183,11,470,2865,21420,56,152,330,3880,0,10,378,4,210,2117,3,7,99,3,76,60,174,366,30,14,3,1381,25,0,58,22284,2572,0,509,15,84,1136,20,7,0,179,549,3,0,3328,18,44444,14,0,4944,0,5,4,3,11,59,13,24,10,995,0,388,13,0,2086,6485,13,69823,795,7,0,139,27,3,21,268,22,46,10,4,0,0,21,29,7,284,3,0,8,6,455,0,454,345,12,796,14,0,6,55,0,0,11,29,276,0,0,4,210,13,13015,0,2129,0,192,"Melbourne (C)",7,29,42,101,130,33,148,60,275,9,53,0,12,22,80,37,40,511,8,81,19,0,2623,82,3,80,3137,29668,36
5657,10,101,35,4,2604,0,4,62,0,8602,4,34,5,142,511,9,25754,9,12860,5807,36,23,0,53,0,0,26,0,4464,350,3,0,21,405,205,0,"24650",1509,117,24,287,211,27,6473,115,592,13,9,58,4,13,3,95,51,133,0,148,81,400,18022,805,6,209,42,3512,0,17,20,3,814,10795,11,0,510,11,0,281,30,72,83,56,22,397,75,3,11,8600,3047,25,98,113,253,1047,80,11,0,435,482,21,3,1391,104,86029,17,5,8557,0,33,12,9,0,117,46,193,81,1086,0,557,8,3,508,415,24,68549,578,0,3,130,18,4,9,517,127,89,17,0,0,0,53,186,19,498,0,0,67,10,93,0,546,559,9,124,19,0,5,23,21,8,17,21,319,0,3,8,612,44,61,5,1398,0,171,"Melton (C)",10,120,88,14,732,27,256,223,664,16,51,0,0,6,123,71,47,486,9,34,128,0,3838,215,0,3,10450,22536,56
