p_iran_tot, p_ireland_65_74_yrs, p_korea_south_5_14_yrs, p_nthern_ireland_25_44_yrs, p_hong_kong_5_14_yrs, p_italy_75_84_yrs, p_italy_0_4_yrs, p_iraq_0_4_yrs, p_iraq_75_84_yrs, p_myanmar_25_44_yrs, p_japan_65_74_yrs, p_pakistan_0_4_yrs, p_myanmar_0_4_yrs, p_myanmar_75_84_yrs, p_new_zealand_0_4_yrs, p_india_55_64_yrs, p_nepal_45_54_yrs, p_myanmar_55_64_yrs, p_japan_45_54_yrs, p_iran_25_44_yrs, p_greece_5_14_yrs, p_netherlands_0_4_yrs, p_myanmar_45_54_yrs, p_ireland_55_64_yrs, p_malaysia_tot, p_nthern_ireland_5_14_yrs, p_malta_85_yrs_ov, p_malta_65_74_yrs, p_myanmar_65_74_yrs, p_iraq_55_64_yrs, p_hong_kong_85_yrs_ov, lga_code_2016, p_myanmar_5_14_yrs, p_korea_south_0_4_yrs, p_indonesia_85_yrs_ov, p_netherlands_5_14_yrs, p_malta_15_24_yrs, p_myanmar_15_24_yrs, p_korea_south_15_24_yrs, p_malta_55_64_yrs, p_lebanon_75_84_yrs, p_iraq_tot, p_italy_25_44_yrs, p_korea_south_tot, p_ireland_0_4_yrs, p_lebanon_0_4_yrs, p_nthern_ireland_75_84_yrs, p_mauritius_tot, p_nthern_ireland_0_4_yrs, p_iraq_15_24_yrs, p_indonesia_75_84_yrs, p_nepal_55_64_yrs, p_ireland_85_yrs_ov, p_netherlands_75_84_yrs, p_pakistan_55_64_yrs, p_iran_65_74_yrs, p_iran_75_84_yrs, p_india_45_54_yrs, p_malaysia_25_44_yrs, p_hong_kong_15_24_yrs, p_pakistan_15_24_yrs, p_greece_tot, p_india_65_74_yrs, p_ireland_75_84_yrs, p_hong_kong_45_54_yrs, p_mauritius_25_44_yrs, p_malta_25_44_yrs, p_nepal_15_24_yrs, p_india_75_84_yrs, p_hong_kong_0_4_yrs, p_myanmar_tot, p_greece_65_74_yrs, p_hong_kong_tot, p_malaysia_45_54_yrs, p_iran_5_14_yrs, p_iran_45_54_yrs, p_mauritius_85_yrs_ov, p_nepal_5_14_yrs, p_nepal_65_74_yrs, p_japan_tot, p_new_zealand_25_44_yrs, p_hong_kong_25_44_yrs, p_iran_0_4_yrs, p_iran_85_yrs_ov, p_japan_55_64_yrs, p_indonesia_65_74_yrs, p_japan_0_4_yrs, p_india_0_4_yrs, p_ireland_15_24_yrs, p_japan_5_14_yrs, p_mauritius_75_84_yrs, p_pakistan_tot, p_nepal_0_4_yrs, p_netherlands_tot, p_iran_15_24_yrs, p_korea_south_45_54_yrs, p_nthern_ireland_15_24_yrs, p_iraq_25_44_yrs, p_indonesia_5_14_yrs, p_myanmar_85_yrs_ov, p_pakistan_45_54_yrs, p_korea_south_85_yrs_ov, p_new_zealand_45_54_yrs, p_indonesia_0_4_yrs, p_indonesia_25_44_yrs, p_lebanon_15_24_yrs, p_netherlands_15_24_yrs, p_pakistan_25_44_yrs, p_greece_25_44_yrs, p_nthern_ireland_85_yrs_ov, p_nepal_85_yrs_ov, p_nthern_ireland_65_74_yrs, p_indonesia_15_24_yrs, p_lebanon_85_yrs_ov, p_ireland_45_54_yrs, p_mauritius_5_14_yrs, p_mauritius_0_4_yrs, p_netherlands_65_74_yrs, p_korea_south_25_44_yrs, p_nepal_75_84_yrs, p_japan_15_24_yrs, p_iraq_85_yrs_ov, p_iraq_5_14_yrs, p_hong_kong_75_84_yrs, p_new_zealand_55_64_yrs, p_ireland_25_44_yrs, p_indonesia_45_54_yrs, p_mauritius_55_64_yrs, p_malta_75_84_yrs, p_new_zealand_75_84_yrs, p_malaysia_5_14_yrs, p_new_zealand_tot, p_india_5_14_yrs, p_indonesia_55_64_yrs, p_malaysia_0_4_yrs, p_greece_75_84_yrs, p_india_85_yrs_ov, p_new_zealand_5_14_yrs, p_italy_85_yrs_ov, p_malaysia_65_74_yrs, p_netherlands_85_yrs_ov, p_nthern_ireland_45_54_yrs, p_korea_south_55_64_yrs, p_iraq_45_54_yrs, p_greece_55_64_yrs, p_japan_25_44_yrs, p_malta_tot, p_malaysia_15_24_yrs, p_malaysia_75_84_yrs, p_new_zealand_65_74_yrs, p_malta_5_14_yrs, p_nthern_ireland_55_64_yrs, p_italy_65_74_yrs, p_netherlands_45_54_yrs, p_indonesia_tot, p_iran_55_64_yrs, p_pakistan_85_yrs_ov, p_italy_5_14_yrs, p_lebanon_5_14_yrs, p_mauritius_65_74_yrs, p_india_15_24_yrs, p_italy_15_24_yrs, p_greece_45_54_yrs, p_korea_south_65_74_yrs, p_greece_15_24_yrs, p_greece_85_yrs_ov, p_greece_0_4_yrs, p_nepal_25_44_yrs, p_new_zealand_15_24_yrs, p_malta_0_4_yrs, p_lebanon_65_74_yrs, p_lebanon_tot, p_malaysia_55_64_yrs, p_iraq_65_74_yrs, p_italy_45_54_yrs, p_korea_south_75_84_yrs, lga_name_2016, p_japan_85_yrs_ov, p_india_tot, p_nepal_tot, p_malaysia_85_yrs_ov, p_japan_75_84_yrs, p_lebanon_45_54_yrs, p_pakistan_5_14_yrs, p_hong_kong_55_64_yrs, p_italy_tot, p_pakistan_65_74_yrs, p_lebanon_55_64_yrs, p_ireland_5_14_yrs, p_lebanon_25_44_yrs, p_new_zealand_85_yrs_ov, p_nthern_ireland_tot, p_mauritius_15_24_yrs, p_netherlands_55_64_yrs, p_netherlands_25_44_yrs, p_hong_kong_65_74_yrs, p_mauritius_45_54_yrs, p_pakistan_75_84_yrs, p_ireland_tot, p_india_25_44_yrs, p_italy_55_64_yrs, p_malta_45_54_yrs
10,9,0,0,0,7,0,0,0,3,3,0,0,0,3,6,0,0,5,7,0,0,0,5,23,0,0,9,3,0,0,"34530",0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,4,0,0,3,0,0,13,4,3,0,6,4,0,0,3,4,5,4,0,0,0,4,0,4,0,7,8,0,0,0,0,0,24,243,0,0,0,8,3,0,0,3,0,0,4,0,86,0,0,0,0,0,0,0,0,185,0,7,0,0,0,0,0,0,8,0,0,14,0,0,32,0,0,0,0,0,0,193,19,0,0,3,26,0,898,6,0,0,3,3,55,3,0,10,0,0,0,0,15,12,0,0,105,0,7,7,0,18,0,0,0,3,0,4,0,0,0,0,0,0,0,75,0,0,8,3,0,4,0,"Livingstone (S)",0,50,0,0,0,0,0,0,29,0,0,5,5,7,20,0,18,4,0,0,0,62,18,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lockhart River (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,4,4,0,3,0,0,0,30,0,3,0,3,3,7,0,0,0,5,0,0,3,9,64,0,0,6,0,0,0,"34580",4,0,0,0,0,4,31,3,0,29,20,136,0,0,0,3,0,3,0,0,0,28,0,3,0,10,15,39,0,7,6,3,0,0,0,0,0,0,45,0,64,8,0,3,0,0,0,77,221,16,0,0,0,7,0,3,8,4,0,9,0,143,0,3,0,9,6,0,0,0,184,7,20,0,4,8,0,0,0,3,12,0,10,0,0,54,99,0,25,0,5,0,144,19,3,0,0,34,0,753,10,6,0,0,0,30,0,3,3,4,0,5,0,44,16,22,0,98,0,4,7,10,66,0,0,0,0,0,21,4,3,0,0,0,0,7,38,0,0,4,4,0,3,0,"Lockyer Valley (R)",0,181,11,0,0,0,0,8,38,0,0,5,0,3,15,0,27,7,0,0,0,64,129,3,0
542,106,68,36,25,73,0,30,7,617,12,36,6,15,347,154,4,73,56,174,3,4,157,78,893,3,7,62,57,32,6,"34590",86,15,10,10,0,258,132,33,11,589,19,954,3,0,38,117,0,99,38,0,16,189,50,9,0,199,276,65,140,158,108,61,85,12,7,10,46,3,1276,45,540,146,142,33,4,5,0,303,8339,195,21,0,22,67,0,53,21,22,14,923,0,1015,145,133,3,251,27,5,73,0,3851,7,170,10,20,451,13,8,0,82,42,0,80,0,0,354,500,0,42,0,96,17,2747,184,78,31,23,411,93,23485,181,52,44,33,20,2546,28,71,57,48,63,71,32,147,157,80,29,1403,0,59,109,93,490,17,0,5,12,25,292,10,19,26,5,5,0,31,3713,0,30,241,140,8,47,10,"Logan (C)",3,2748,57,13,9,63,153,107,369,16,45,32,74,125,271,5,206,79,36,21,4,582,1688,77,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Woorabinda (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Winton (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wujal Wujal (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yarrabah (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,14,10,7,0,19,3,0,0,16,0,0,0,0,4,5,0,3,8,88,0,0,4,7,743,0,0,7,0,0,0,"40070",0,0,0,0,0,12,87,0,0,22,31,307,0,0,3,10,0,0,0,0,0,3,0,3,5,11,194,335,9,88,8,4,6,5,0,3,3,0,27,25,453,18,4,6,0,0,0,111,78,92,0,3,6,0,8,16,4,3,0,59,0,43,12,22,4,6,3,0,4,0,38,0,31,3,0,39,3,0,0,3,41,0,3,0,0,11,173,0,23,0,0,0,40,17,3,0,0,4,5,213,22,3,0,24,4,3,8,15,0,0,17,4,16,53,12,484,10,26,0,7,45,9,83,4,0,0,0,0,94,9,4,0,3,13,0,16,27,0,0,14,17,0,17,3,"Adelaide (C)",0,462,15,3,0,0,3,15,162,0,0,0,8,3,31,3,9,8,5,0,0,57,296,27,0
37,12,3,7,0,51,0,0,0,0,4,0,0,0,3,10,0,0,3,16,0,0,0,20,76,0,0,6,0,0,0,"40120",0,0,0,4,0,0,8,6,0,8,4,17,0,0,3,4,0,0,0,0,4,41,0,0,0,3,22,0,0,32,9,6,4,3,3,0,3,0,3,17,32,16,0,5,0,0,0,33,83,12,0,0,6,3,0,0,7,3,0,3,0,224,4,0,3,4,0,0,0,0,84,0,11,0,3,0,0,0,0,5,3,0,17,0,0,75,3,0,0,0,0,3,84,16,3,0,7,19,3,337,4,0,0,6,3,11,15,10,4,13,0,0,9,15,16,3,3,43,0,7,69,18,21,5,0,0,0,0,3,0,4,0,0,0,0,0,14,0,0,10,15,0,15,0,"Adelaide Hills (DC)",0,50,0,0,0,3,0,9,196,3,4,3,0,0,39,0,63,15,8,0,0,80,15,40,0
3,18,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,0,0,3,30,0,0,4,0,0,0,"40220",0,0,0,0,0,0,4,8,0,0,0,6,0,0,4,3,0,0,0,0,0,32,0,0,0,3,8,0,0,11,9,11,0,0,0,0,4,0,4,6,3,5,0,0,0,0,0,9,39,0,0,0,0,3,0,0,0,0,0,0,0,204,0,0,0,0,4,0,0,0,46,0,3,0,0,0,0,4,0,8,0,0,10,0,0,91,0,0,0,0,0,0,47,8,3,3,3,21,3,226,0,0,0,0,0,12,4,4,12,4,0,0,7,8,9,0,3,48,0,10,23,8,18,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,9,11,0,3,0,"Alexandrina (DC)",0,47,0,0,0,0,0,0,59,0,0,0,4,3,28,0,51,5,0,0,0,51,17,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41010",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Ceduna (DC)",0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,0
292,25,14,15,0,1096,4,0,0,5,3,19,0,3,5,103,0,4,9,157,9,4,3,36,435,0,15,86,0,13,0,"41060",0,0,0,5,0,0,13,44,10,150,106,133,0,0,17,16,0,25,3,0,16,54,9,8,5,196,201,44,39,1757,65,27,10,4,3,16,46,3,19,474,150,46,23,31,0,4,0,86,259,72,0,0,9,5,3,73,13,3,0,331,0,296,39,12,3,58,10,0,15,0,147,3,58,14,13,198,65,4,0,19,5,6,46,0,0,108,86,0,15,0,7,3,114,77,14,3,31,19,16,757,244,8,3,596,18,42,441,37,8,25,6,27,270,50,186,81,4,80,0,24,953,25,115,30,0,10,0,0,286,35,96,0,27,215,0,90,84,0,7,104,33,11,214,0,"Charles Sturt (C)",0,2697,114,0,0,13,49,12,3389,0,17,22,27,11,110,0,57,25,7,3,0,266,1653,527,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"Anangu Pitjantjatjara (AC)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,4,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,16,0,0,3,0,0,0,"40310",0,0,0,0,0,0,0,5,0,0,0,11,0,0,7,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,3,3,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,9,53,3,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,0,0,7,0,0,39,3,0,0,0,0,0,29,8,0,0,0,8,0,176,0,0,0,0,0,5,4,0,0,3,0,0,3,4,10,0,0,20,0,3,13,0,3,0,0,0,0,0,4,3,0,0,0,0,0,8,16,0,0,3,3,0,3,0,"Barossa (DC)",0,26,8,0,0,0,0,0,37,0,3,0,0,4,23,0,28,0,0,0,0,31,6,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"40430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Barunga West (DC)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,"40520",0,0,0,0,0,0,3,0,3,0,5,8,0,0,0,0,0,0,0,0,0,3,0,0,0,17,3,0,0,162,7,0,0,0,0,0,3,0,0,46,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,25,0,3,0,0,0,6,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,14,3,0,0,0,0,0,68,5,0,0,70,0,0,15,0,5,0,0,0,24,3,0,0,0,3,0,0,11,0,3,0,0,0,0,0,3,5,7,0,0,16,0,0,11,0,0,15,0,0,0,0,"Berri and Barmera (DC)",0,115,0,0,0,3,0,0,55,0,5,0,0,0,3,0,11,3,0,0,0,9,58,3,0
290,14,56,5,29,205,0,0,0,3,8,8,0,0,5,56,0,4,32,144,0,0,0,15,809,0,0,6,0,3,0,"40700",0,3,0,0,0,0,93,6,14,12,16,366,0,0,4,3,0,0,7,0,5,16,4,9,12,113,214,91,9,203,61,7,31,0,0,3,32,7,7,56,334,133,32,45,0,0,0,122,81,87,3,3,4,18,3,13,3,10,4,98,0,98,17,72,0,6,7,0,9,0,72,0,34,3,7,51,9,0,0,18,15,7,15,0,0,36,128,0,14,0,0,16,83,16,13,0,11,21,44,414,122,19,7,56,7,43,93,151,6,10,20,4,44,47,23,105,40,55,0,16,197,11,109,20,0,0,3,0,92,3,17,0,0,25,0,23,36,0,15,78,103,0,30,3,"Burnside (C)",0,944,23,6,3,19,23,45,658,0,9,7,13,13,49,0,18,3,38,0,0,74,446,124,4
340,19,75,3,5,1130,3,0,0,7,3,5,0,0,0,74,0,4,12,158,5,0,5,18,818,3,4,21,0,3,3,"40910",3,7,0,10,0,0,84,7,8,53,89,508,0,5,5,13,0,6,0,3,6,42,0,8,4,148,287,61,17,342,29,15,29,6,3,3,26,0,20,120,321,104,33,46,0,0,0,65,86,115,4,3,3,3,0,33,0,5,0,103,0,183,52,84,0,21,15,0,19,0,43,0,65,3,5,43,9,0,0,11,8,14,10,0,0,61,220,0,12,0,11,8,46,17,8,0,7,11,75,285,174,5,6,97,9,22,408,84,25,6,29,10,57,33,50,131,22,36,0,16,1055,12,109,33,0,8,5,0,161,26,27,5,0,28,0,44,28,0,34,169,95,0,164,3,"Campbelltown (C) (SA)",0,1619,56,8,0,31,22,67,3428,0,41,9,30,7,37,0,18,13,36,0,0,92,956,548,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleve (DC)",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"41330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,5,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,11,5,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coober Pedy (DC)",0,25,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,6,14,3,0
0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,"41560",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,3,6,0,0,15,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,63,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,6,0,0,0,0,0,25,3,0,0,0,0,0,28,0,0,0,0,9,0,79,4,0,0,4,3,0,0,0,3,0,0,0,3,0,10,0,0,15,0,4,17,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"Copper Coast (DC)",0,39,0,0,0,0,0,0,31,0,0,0,0,0,11,0,17,0,0,0,0,9,27,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elliston (DC)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin Harbour (DC)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,3,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,8,35,0,3,6,0,0,0,"42030",0,0,0,0,0,0,0,6,0,3,4,11,0,0,10,5,0,0,0,0,4,12,0,0,0,3,14,0,0,31,3,12,0,3,0,0,0,0,3,7,3,10,0,0,0,0,0,4,58,3,0,0,0,0,0,0,3,3,0,3,0,94,0,0,0,3,4,0,0,0,38,0,11,0,4,3,3,0,0,18,0,0,3,0,0,36,4,0,0,0,0,0,35,8,0,0,3,10,3,166,5,0,0,16,0,7,14,7,6,10,0,0,5,3,20,3,0,12,0,17,41,5,21,0,0,0,0,0,0,0,0,0,0,3,0,4,13,0,0,3,3,0,11,0,"Gawler (T)",0,40,4,0,0,0,0,0,131,0,0,0,5,3,57,0,24,11,0,0,0,53,21,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42110",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goyder (DC)",0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0
